sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
MELPHNX-2-060-002,glass,50.274,3.21,12.91,,,15.33,,0.25,4.93,9.12,3.29,0.26,0.28,5.47,17.2,3.07,14.9,4.88,1.72,6.57,1.12,7.47,1.63,4.72,0.667,4.41,0.641,18.5,0.644,45.8,81.7,0.031,74.3,19,3.75,,8.46,4.78,72.7,0.872,1.99,,44.1,,128,0.317,0.272,,0.117,361,42.7,115,143,0.702534,0.513157,18.296,15.475,37.703,10.4798,-103.5992,-2830.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-060,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-063-001,glass,50.724,2.57,13.22,,,13.75,,0.23,5.62,10.06,3.3,0.21,0.2,5.98,18.7,3.31,16.5,5.35,1.92,7.27,1.25,8.35,1.82,5.29,0.752,4.95,0.737,20.5,0.704,47.9,14,0.034,77.2,20.1,4.22,,9.44,5.23,31.6,0.715,2.22,,43.3,,126,0.355,0.297,,0.119,386,47.1,123,155,0.702546,,18.347,15.492,37.779,10.4765,-103.6166,-2832,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-063,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-069-002,glass,50.574,1.93,14.43,,,11.31,,0.22,6.73,11.45,2.9,0.17,0.17,4.2,12.8,2.27,11.2,3.68,1.34,5.11,0.86,5.87,1.28,3.69,0.525,3.44,0.517,15.4,0.489,45.9,120,0.023,77.2,17.4,2.82,,7.04,3.83,59.9,0.421,1.54,,42.2,,119,0.257,0.221,,0.09,302,33.1,91.1,104,0.702552,0.513156,18.338,15.484,37.754,10.4726,-103.7005,-3007,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-069,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-070-002,glass,50.538,2.2,13.75,,,12.91,,0.25,6.09,10.85,2.9,0.15,0.25,4.59,14.9,2.71,13.7,4.68,1.64,6.4,1.09,7.44,1.6,4.7,0.663,4.4,0.64,13.7,0.55,49.3,107,0.026,86,18.7,3.54,,8.3,3.72,52.6,0.449,1.82,,44.8,,104,0.246,0.211,,0.09,370,42.1,108,127,0.702531,0.513159,,,,10.4726,-103.7005,-3007,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-070,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-068-001,glass,50.434,2.07,14.65,,,11.1,,0.2,6.87,11.4,2.71,0.19,0.25,5.46,16.8,2.93,14.3,4.64,1.64,6.32,1.06,7.07,1.52,4.47,0.629,4.14,0.617,20.4,0.623,45.3,229,0.034,83.7,18,3.62,,7.55,4.89,71,0.523,2.33,,44.5,,134,0.322,0.27,,0.113,342,39.7,96.7,135,0.702592,0.513167,18.307,15.492,37.732,10.4628,-103.6753,-2947,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-068,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-072-003,glass,50.229,1.63,14.81,,,10.9,,0.21,7.25,11.68,2.87,0.17,0.16,4.28,12.8,2.22,10.9,3.57,1.3,4.86,0.82,5.6,1.21,3.56,0.506,3.28,0.487,15.8,0.525,44.9,236,0.022,81.5,17.3,2.69,,6.71,4.05,70,0.451,1.52,,43.7,,126,0.261,0.22,,0.096,292,31.5,90.4,102,0.702519,0.513162,,,,10.4448,-103.7518,-3078,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-072,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-077-006,glass,51.525,2.55,13.49,,,12.39,,0.25,5.84,10.32,2.98,0.19,0.23,5.7,18,3.24,16.1,5.36,1.86,7.24,1.26,8.41,1.82,5.33,0.744,4.96,0.749,18.6,0.69,46.6,26.3,0.035,74.9,19.7,4.21,,9.38,5.03,34.4,0.572,2.2,,43,,117,0.338,0.28,,0.115,392,47.8,126,154,0.702508,0.513173,18.305,15.49,37.737,10.4323,-103.8503,-3050.5,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-077,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-079-001,glass,57.954,2.07,12.93,,,11.8,,0.22,2.9,6.49,4.29,0.76,0.34,21.2,61,9.96,45.1,13.7,3.42,17,2.89,19.4,4.2,12.7,1.79,12,1.8,80.2,2.3,26.8,5.99,0.142,45.9,25.2,13.2,,22.9,17.6,10.6,1.977,11,,26.6,,110,1.12,1.572,,0.625,176,111,131,498,0.702592,0.513157,18.313,15.48,37.72,10.4218,-103.8828,-3097,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-079,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-079-002,glass,52.107,2.91,12.58,,,14.92,,0.25,4.06,8.44,3.73,0.38,0.49,17.5,51.7,8.69,40.7,12.7,3.41,16.1,2.69,18,3.9,11.6,1.64,11,1.66,58.1,1.91,32.8,12.2,0.096,55,24.8,11.6,,17.8,15.1,13.6,1.418,7.54,,31.6,,117,0.975,1.138,,0.456,210,102,144,443,0.702583,0.513151,18.304,15.478,37.707,10.4218,-103.8828,-3097,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-079,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
ALV1567-1653,glass,50.12,1.24,15.74,9.18,,9.18,,,8.3,12.31,2.5,0.09,0.13,2.73,8.63,,9.4,2.78,1.03,,0.67,,,,,2.64,0.69,,,43.7,361,,,,2.04,,,,110,,1.12,,38.9,,124,0.13,0,,,,,,95,0.70278,,18.226,15.458,38.361,9.8373,-104.2878,-2846,SPREADING_CENTER;EAST PACIFIC RISE,ALV1567-1653,ALVIN 1567,submersible,"basalt, basalt; tholeiite(ref-554);, ",fresh,"Allan,1989(265); Fornari,1988(554); Melson,(1086)",EMP(2163); EMP(3262); INAA(2164); MS(500); MS-ID(499)
WASRAI2-058-001,glass,50.05,1.63,15.28,9.94,,9.94,,,7.72,11.77,2.48,0.09,0.17,3.37,10.5,,,3.61,1.26,,0.88,,,,,3.35,0.487,,,43.7,301,,,,2.68,,,,140,,,,39.6,,120,0.15,0.133,,0.0554,,,,110,,,,,,9.6592,-104.2585,-2550 to -2552,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-058,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Goldstein,1993(476); Melson,(1086)",EMP(3262); EMP(395); INAA(396); MS-ID(1110)
WASRAI2-057-006,glass,50.65,1.53,15.15,9.88,,9.88,,,7.85,11.95,2.54,0.08,0.18,3.38,10.6,,,3.36,1.2,,0.78,,,,,3.18,0.458,,,43.4,304,,,,2.58,,,,80,,,,41.3,,120,0.15,0.142,,0.0574,,,,100,,,,,,9.6482,-104.2562,-2554 to -2555,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-057,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Goldstein,1993(476); Melson,(1086)",EMP(3262); EMP(395); INAA(396); MS-ID(1110)
WASRAI2-054-002,glass,49.83,1.58,15.93,9.19,,9.19,,,7.21,11.87,2.81,0.36,0.21,8.4,18.9,,,3.8,1.36,,0.82,,,,,2.96,0.412,54.72,,40.8,311,0.15,,,2.91,,,,,,,,41.3,,210,0.74,0.721,,0.249,,,,130,,,,,,9.5943,-104.2508,-2559 to -2562,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-054,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Goldstein,1993(476); Melson,(1086); Volpe,1993(570)",EMP(3262); EMP(395); INAA(396); MS-ID(1110); MS-ID(2354)
WASRAI2-050-007,glass,50.46,1.28,15.55,8.93,,,,0.19,8.37,12.21,2.47,0.11,0.11,,,,,,,,,,,,,,,7.43,,,,,,,,,,,,,,,,,,,0.136,,0.0528,,,,,,,,,,9.5538,-104.2415,-2570 to -2600,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-050,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Goldstein,1993(476); Volpe,1993(570)",EMP(393); MS-ID(1110); MS-ID(2354)
WASRAI2-051-001,glass,50.74,1.21,15.7,9.17,,9.19,,0.11,8.19,12.19,2.42,0.078,0.12,2.5,7.7,,,2.84,1.07,,0.71,,,,,2.71,0.385,,,43.3,345,,,,2.11,,,,100,,,,40.9,,70,0.14,0.0851,,0.0371,,,,80,,,,,,9.5495,-104.2448,-2575 to -2576,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-051,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Danyushevsky,2000(1001); Goldstein,1993(476)",EMP(2803); EMP(395); INAA(396); MS-ID(1110)
WASRAI2-048-001,glass,50.87,1.61,14.71,10.36,,10.72,,0.11,7.2,11.76,2.48,0.13,0.19,3.76,11.4,,,3.7,1.33,,0.94,,,,,3.56,0.5,9.09,,42.9,233,,,,2.84,,,,70,,,,42.9,,170,0.16,0.164,,0.0663,,,,90,,,,,,9.5333,-104.2435,-2573 to -2579,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-048,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Danyushevsky,2000(1001); Goldstein,1993(476); Volpe,1993(570)",EMP(2803); EMP(393); INAA(396); MS-ID(1110); MS-ID(2354)
WASRAI2-049-001,glass,50.14,1.9,14.21,11.2,,,,0.22,6.58,11.04,2.9,0.14,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,,0.0664,,,,,,,,,,9.5237,-104.2062,-2571 to -2699,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-049,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Goldstein,1993(476)",EMP(393); MS-ID(1110)
WASRAI2-049-004,glass,50.07,1.67,15.09,10.17,,10.17,,,7.08,11.9,2.87,0.26,0.18,3.83,11.6,,,3.75,1.31,,0.9,,,,,3.51,0.513,,,43.5,234,,,,2.97,,,,70,,,,43.5,,130,0.19,0.355,,0.126,,,,150,,,,,,9.5237,-104.2062,-2571 to -2699,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-049,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Goldstein,1993(476); Melson,(1086)",EMP(3262); EMP(395); INAA(396); MS-ID(1110)
AII0125-24-R077,glass,50.56253227,1.7932654,14.38494754,,,11.09730647,,0.183006933,7.051942996,11.42758365,2.959,0.147121667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,,0.0687,,,,,,,,,,9.52005,-104.2683,-2692 to -2716,SPREADING_CENTER;EAST PACIFIC RISE,AII0125-24-R077,AII125,rockcore,"basalt, basalt, ",fresh,"Goldstein,1993(476); Perfit,1994(754)",EMP(1145); MS-ID(1110)
AII0125-24-R038,glass,50.3,1.545744367,14.43879085,,,10.29208098,,0.206703704,7.651823583,12.20607387,2.708533113,0.116297367,0.1396,,,,,,,,,,,,,,,,,,,,,,,1072,,,,,,,,,,,0.154,,0.0619,,,,,,,,,,9.51962,-104.2329,-2602 to -2609,SPREADING_CENTER;EAST PACIFIC RISE,AII0125-24-R038,AII125,rockcore,"basalt, basalt, ",fresh,"Goldstein,1993(476); Michael,1998(808); Perfit,1994(754)",EMP(1145); EMP(1230); MS-ID(1110)
WASRAI2-047-003,glass,50.65,1.34,15.16,9.71,,9.76,,0.16,7.89,12.2,2.4,0.13,0.14,3.52,10,,,3.27,1.2,,0.77,,,,,3.1,0.429,,,44.3,325,,,,2.47,,,,80,,,,43,,160,0.16,0.164,,0.0644,,,,,,,,,,9.5147,-104.241,-2579 to -2586,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-047,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Danyushevsky,2000(1001); Goldstein,1993(476)",EMP(2803); EMP(395); INAA(396); MS-ID(1110)
ODP0142-0864A-001M-003/0-35,glass,49.8,1.64,14.28,10.45,11.6,,,0.2,7.21,11.68,2.59,0.13,0.1,3.9,12.09,2.09,11.1,3.77,1.3,5.03,0.99,6.05,1.34,3.69,0.59,3.59,0.58,12.1,,,239,,74,,2.76,,,3.06,72,,,,,,122,0.2,,,,359,38.9,94,111,0.702468,0.513139,18.312,15.484,37.722,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; glassy to microcrystalline; spherulites; <1% euhedral plag pc (0.1-0.6 mm); gm: trace of acicular plag and ol; <1% vesicles(ref-1022);aphyric; weakly crystallized with vitrophyric (subvariolitic in separate parts) texture; gm consists of isotropi",fresh,"Batiza,1993(1050); Batiza,1995(1022); Harpp,1995(1023)",EMP(2858); ICPMS(2860); MS(2861); MS(2862); XRF(2944)
ODP0142-0864A-001M-003/0-35,whole rock,49.7,1.71,14.5,,11.7,,,0.197,7.66,11.8,2.81,0.147,0.16,3.7,11.25,1.9,10.17,3.51,1.21,4.78,0.95,5.88,1.32,3.74,0.57,3.54,0.58,10.6,,39,225,,97,,,,,,64,,,,41,,125,,,,,326,37,92,101,,,,,,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; glassy to microcrystalline; spherulites; <1% euhedral plag pc (0.1-0.6 mm); gm: trace of acicular plag and ol; <1% vesicles(ref-1022);aphyric; weakly crystallized with vitrophyric (subvariolitic in separate parts) texture; gm consists of isotropi",fresh,"Bostroem,1995(1027); Harpp,1995(1023)",ICPAE(2871); ICPAE(2872); ICPMS(2860)
ODP0142-0864A-001M-003/100-150,whole rock,49.96,1.66,14.27,8.74,11.68,,,0.2,7.35,11.7,2.53,0.13,0.1,3.92,12.2,2.1,11.38,3.96,1.31,5.05,1,5.97,1.34,3.61,0.57,3.56,0.55,11.2,,,235,,75,,2.96,,,3.12,74,,,,,,122,0.22,,,,355,41,91,116,,0.513116,,,,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; fine-grained; intergranular, no glass; trace of euhedral plag-pc; gm: 30-40% acicular plag, 5-15% cpx, anhedral to plag; <10% ol, <1% ti-mt, no vesicles(ref-1022);aphyric, weakly crystallized; hyalopilitic to pilotaxitic(ref-1028);",fresh,"Bach,1995(1024); Batiza,1993(1050); Harpp,1995(1023)",ICPMS(2860); MS(2862); TITR(2865); XRF(2944)
ODP0142-0864A-001M-005/0-100,glass,49.82,1.63,14.27,10.51,11.66,,,0.2,7.4,11.67,2.59,0.13,0.12,3.8,11.85,2.04,10.92,3.78,1.27,4.91,0.97,5.87,1.29,3.57,0.55,3.51,0.54,11.3,,,240,,75,,2.87,,,3.19,76,,,,,,122,0.22,,,,361,41.4,93,118,0.702485,0.51311,18.292,15.458,37.63,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; glass to microcrystalline; glassy to spherulitic; <1% plag pc, glomerophyric clusters; gm: 8% plag (acicular, skeletal, some swallow-tailed forms), trace of mt and sulfide globules; <1% vesicles(ref-1022);aphyric; isolated prismatic mc of plag (u",fresh,"Batiza,1993(1050); Batiza,1995(1022); Harpp,1995(1023)",EMP(2858); ICPMS(2860); MS(2861); MS(2862); XRF(2944)
ODP0142-0864A-001M-005/0-100,whole rock,49.98,1.64,14.28,9.06,11.59,,,0.2,7.4,11.7,2.55,0.13,0.1,3.9,12.06,2.07,11.07,3.82,1.29,4.99,0.98,5.93,1.31,3.56,0.57,3.57,0.55,11.5,,,244,,74,,2.82,,,3.14,74,,,,,,121,0.22,,,,362,39.6,93,114,0.702477,0.513127,18.293,15.47,37.692,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; glass to microcrystalline; glassy to spherulitic; <1% plag pc, glomerophyric clusters; gm: 8% plag (acicular, skeletal, some swallow-tailed forms), trace of mt and sulfide globules; <1% vesicles(ref-1022);aphyric; isolated prismatic mc of plag (u",fresh,"Bach,1995(1024); Batiza,1993(1050); Harpp,1995(1023)",ICPMS(2860); MS(2861); MS(2862); TITR(2865); XRF(2944)
ODP0142-0864A-001M-006/0-75,glass,49.9,1.64,14.27,10.64,11.63,,,0.2,7.34,11.69,2.58,0.13,0.13,3.98,12.48,2.15,11.51,3.9,1.34,5.14,1.01,6.1,1.34,3.69,0.57,3.58,0.57,11.6,,,239,,76,,2.87,,,3.05,74,,,,,,123,0.23,,,,366,39.1,93,113,0.702499,0.513146,18.355,15.49,37.755,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; microcrystalline; glassy to spherulitic; 1% plag pc (euhedral, tabular, glomerocrysts, quench overgrwoth); gm: 5% plag (acicular, ml in sheaf, radial, or bow-tie bundles), <1% ol (acicular to skeletal, often in small aggregates), <1% ti-mt; 1% ve",fresh,"Batiza,1993(1050); Batiza,1995(1022); Harpp,1995(1023)",EMP(2858); ICPMS(2860); MS(2861); MS(2862); XRF(2944)
ODP0142-0864A-001M-006/0-75,whole rock,49.3,1.68,14.4,9.11,11.5,10.755,,0.193,7.56,11.6,2.81,0.147,0.16,4.06,12.32,2.14,11.31,3.92,1.34,5.23,1.03,6.31,1.34,3.77,0.58,3.67,0.57,10.91,,45,241,,64,,3.07,,,,75,,,,44.8,,122,0.22,0.1713,,0.06889,322,37,106,100,,0.513131,18.29,15.464,37.678,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; microcrystalline; glassy to spherulitic; 1% plag pc (euhedral, tabular, glomerocrysts, quench overgrwoth); gm: 5% plag (acicular, ml in sheaf, radial, or bow-tie bundles), <1% ol (acicular to skeletal, often in small aggregates), <1% ti-mt; 1% ve",fresh,"Allan,1995(1029); Bach,1995(1024); Bostroem,1995(1027); Goldstein,1995(1026); Harpp,1995(1023)",ICPAE(2871); ICPAE(2872); ICPMS(2860); INAA(2879); MS(2862); MS-ID(2867); TITR(2865)
ODP0142-0864A-001M-002/0-35,glass,49.69,1.63,14.22,10.71,11.61,,,0.2,7.26,11.68,2.52,0.13,0.1,3.98,12.36,2.13,11.23,3.86,1.31,5.17,1,6.19,1.36,3.75,0.59,3.65,0.6,31.5,,,240,,74,,2.97,,,3.13,74,,,,,,121,0.23,,,,361,40.2,92,116,0.702488,0.513124,18.315,15.501,37.796,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; glassy to microcrystalline; glassy with spherulites; <1% plag pc (euhedral, zoned and unzoned, few gc); gm: trace of plag and ol (both skeletal to acicular), many ol and plag ml at center of spherules; <1% vesicles, vesicle walls decorated with t",fresh,"Batiza,1993(1050); Batiza,1995(1022); Harpp,1995(1023)",EMP(2858); ICPMS(2860); MS(2861); MS(2862); XRF(2944)
ODP0142-0864A-001M-002/0-35,whole rock,49.3,1.7,14.5,,11.6,10.7035,,0.195,7.61,11.6,2.82,0.12,0.17,3.76,12.3,,10,3.68,1.42,,1.01,,,,,3.24,0.61,14,,45.5,239,,67,,2.9,,,,66,,,,44.6,,127,0.21,,,,323,38,108,100,,,,,,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; glassy to microcrystalline; glassy with spherulites; <1% plag pc (euhedral, zoned and unzoned, few gc); gm: trace of plag and ol (both skeletal to acicular), many ol and plag ml at center of spherules; <1% vesicles, vesicle walls decorated with t",fresh,"Allan,1995(1029); Artamonov,1995(1028); Bostroem,1995(1027)",ICPAE(2871); ICPAE(2872); INAA(2879); RNAA(2874)
ODP0142-0864A-001M-003/55-85,whole rock,50,1.64,14.27,9.17,11.65,,,0.2,7.33,11.75,2.51,0.16,0.11,,,,,,,,,,,,,,,,,,234,,73,,,,,3,73,,,,,,123,,,,,346,35.6,88,111,0.702477,0.513145,,,,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; microcrystalline; spehrulitic (variolitic), no glass; <1% plag pc (euhedral to prismatic, slight zonation); gm: 1% plag (acicular, some sheaf-like bundles), <1% ol (acicular to skeletal, equant), 1% ti-mt; 1-10% vesicles, located in zones",fresh,"Bach,1995(1024); Batiza,1993(1050); Harpp,1995(1023)",MS(2861); MS(2862); TITR(2865); XRF(2944)
ODP0142-0864A-001M-006/75-135,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702489,0.51315,,,,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, ",fresh,"Harpp,1995(1023)",MS(2861); MS(2862)
ODP0142-0864A-001M-006/75-135,whole rock,50.04,1.64,14.31,8.87,11.6,,,0.2,7.21,11.77,2.58,0.14,0.1,3.8,11.76,2.03,10.82,3.65,1.26,4.85,0.95,5.9,1.26,3.5,0.55,3.4,0.54,11.5,,,234,,73,,2.88,,,3.02,72,,,,,,121,0.21,,,,347,37.6,88,109,0.702472,0.51314,,,,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, ",fresh,"Bach,1995(1024); Batiza,1993(1050); Harpp,1995(1023)",ICPMS(2860); MS(2861); MS(2862); TITR(2865); XRF(2944)
ODP0142-0864A-005Z-001/24-30,whole rock,49.44,1.85,14.74,,12.74,10.9737,,0.2,7.33,11.66,2.89,0.13,0.18,4.23,13.27,2.29,12.57,4.28,1.45,5.79,1.12,6.98,1.56,4.26,0.57,3.49,0.56,10.1,,43.2,167,,64,,2.75,,,2.94,50,,,,43.9,,125,0.19,,,,349,39.6,117,113,,,18.29,15.486,37.734,9.5142,-104.2443,-2571.2,SPREADING_CENTER;EAST PACIFIC RISE,ODP0142-0864A,ODP,drill,"basalt, basalt, aphyric; microcrystalline; spherulitic; <1% plag pc (euhedral, elongated to tabular); gm: 1% plag (acicular, skeletal, patchy agglomerations of plag and ol), 1% ol (elongated, skeletal), trace of cpx (skeletal), 15-20% mesostasis, <1% mt; 4-5% vesicles; s",fresh,"Allan,1995(1029); Bostroem,1995(1027); Harpp,1995(1023)",ICPAE(2872); ICPMS(2860); INAA(2879); MS(2862)
AII0125-24-R032,glass,49.45,1.88100875,14.00255175,,,11.87600561,,0.2255,7.218676197,11.61677099,3.116858,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,,0.071,,,,,,,,,,9.5101,-104.2161,-2704 to -2710,SPREADING_CENTER;EAST PACIFIC RISE,AII0125-24-R032,AII125,rockcore,"basalt, basalt, ",fresh,"Goldstein,1993(476); Perfit,1994(754)",EMP(1145); MS-ID(1110)
WASRAI2-044-006,glass,50.84,1.6,14.54,10.61,,10.74,,0.11,7.28,11.85,2.47,0.13,0.16,3.92,11.9,,,3.7,1.33,,0.89,,,,,3.48,0.514,,,43.1,226,,,,2.98,,,,80,,,,43.1,,100,0.14,0.17,,0.0687,,,,120,,,,,,9.466,-104.2368,-2580 to -2583,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-044,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Danyushevsky,2000(1001); Goldstein,1993(476)",EMP(2803); EMP(395); INAA(396); MS-ID(1110)
MELPHNX-2-076-003,glass,53.457,2.63,12.96,,,15.73,,0.31,2.49,7.04,3.85,0.64,0.75,15.7,47.6,8.24,39.3,12.2,3.52,15.8,2.64,17.6,3.82,11.2,1.6,10.4,1.57,49.6,1.74,34.5,3.88,0.082,56.1,24.8,10.6,,16.8,13.4,11.8,1.31,6.35,,32.4,,128,0.864,0.883,,0.362,220,99.6,167,408,0.70253,0.513161,18.291,15.469,37.682,9.4312,-103.826,-3323,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-076,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-078-002,glass,52.723,3.2,12.42,14.74,,14.74,,0.26,3.9,7.99,3.68,0.38,0.48,12.6,37.9,6.6,32.1,10.2,3.05,13.3,2.24,15.1,3.24,9.52,1.33,8.82,1.33,38.2,1.39,39.4,18.2,0.066,65.1,23.2,8.48,,13.1,11.1,18.2,0.978,4.75,,37,,121,0.718,0.693,,0.277,274,84,166,317,0.702549,0.513155,18.288,15.472,37.675,9.4267,-103.8628,-3142,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-078,PHOENIX,dredge,"basalt, basalt, ",fresh,"Batiza,1996(451); Regelous,1999(756)",EMP(847); EMP(895); ICPMS(898); MS(897)
MELPHNX-2-078-001,glass,55.852,2.56,12.56,,,14.08,,0.25,2.83,6.84,3.89,0.53,0.52,16.9,50.2,8.82,41.9,13.2,3.73,17.4,2.83,18.9,4.04,11.8,1.71,11.2,1.66,51.4,1.74,29.3,1.75,0.086,45.6,25.1,11.2,,16.2,14.4,6.52,1.4,6.95,,28.9,,121,0.902,1.04,,0.393,174,107,157,426,0.702568,0.513166,18.293,15.477,37.692,9.4267,-103.8628,-3142,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-078,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
