sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
371,"HART, S R",1971,"K, RB, CS, SR AND BA CONTENTS AND SR ISOTOPE RATIOS OF OCEAN FLOOR BASALTS",PHIL TRANS R SOC LOND,268,,573,587
388,"MACDOUGALL, J D; LUGMAIR, G W",1986,SR AND ND ISOTOPES IN BASALTS FROM THE EAST PACIFIC RISE: SIGNIFICANCE FOR MANTLE HETEROGENEITY,EARTH PLANET SCI LETT,77,,273,284
395,"RYAN, J G; LANGMUIR, C H",1987,THE SYSTEMATICS OF LITHIUM ABUNDANCES IN YOUNG VOLCANIC ROCKS,GEOCHIM COSMOCHIM ACTA,51,,1727,1741
396,"SCHEIDEGGER, K F; CORLISS, J B",1981,PETROGENESIS AND SECONDARY ALTERATION OF UPPER LAYER 2 BASALTS OF THE NAZCA PLATE,GEOL SOC AMER MEMOIR,154,,77,107
401,"BACH, W; HEGNER, E; ERZINGER, J; SATIR, M",1994,CHEMICAL AND ISOTOPIC VARIATIONS ALONG THE SUPERFAST SPREADING EAST PACIFIC RISE FROM 6 DEGREE  TO 30 DEGREE S,CONTR MIN PETROL,116,,365,380
409,"MICHAEL, P J",1995,REGIONALLY DISTINCTIVE SOURCES OF DEPLETED MORB: EVIDENCE FROM TRACE ELEMENTS AND H2O,EARTH PLANET SCI LETT,131,,301,320
423,"RUBIN, K H; MACDOUGALL, J D",1990,DATING OF NEOVOLCANIC MORB USING (226RA/230TH) DISEQUILIBRIUM,EARTH PLANET SCI LETT,101,,313,322
425,"JAMBON, A; ZIMMERMANN, J L",1990,WATER IN OCEANIC BASALTS: EVIDENCE FOR DEHYDRATION OF RECYCLED CRUST,EARTH PLANET SCI LETT,101,,323,331
442,"MACDOUGALL, J D; LUGMAIR, G W",1985,EXTREME ISOTOPIC HOMOGENEITY AMONG BASALTS FROM THE SOUTHERN EAST PACIFIC RISE: MANTLE OR MIXING EFFECT?,NATURE,313,,209,211
443,"MAHONEY, J J; SINTON, J M; KURZ, M D; MACDOUGALL, J D; SPENCER, K J; LUGMAIR, G W",1993,ISOTOPE AND TRACE ELEMENT CHARACTERISTICS OF A SUPER-FAST SPREADING RIDGE: EAST PACIFIC RISE 13-23 DEGREE S,EARTH PLANET SCI LETT,121,,171,191
451,"BATIZA, RODEY; NIU, Y; KARSTEN, J L; BOGER, W; POTTS, E; NORBY, L; BUTLER, R",1996,STEADY AND NON-STEADY STATE MAGMA CHAMBERS BELOW THE EAST PACIFIC RISE,GEOPHYS RES LETT,23,,221,224
469,"SINTON, J M; SMAGLIK, S M; MAHONEY, J J; MACDONALD, K C",1991,MAGMATIC PROCESSES AT SUPERFAST SPREADING MID-OCEAN RIDGES: GLASS COMPOSITIONAL VARIATIONS ALONG THE EAST PACIFIC RISE 13 DEGREE -23 DEGREE S,J GEOPHYS RES,96,,6133,6155
473,"HEKINIAN, R; THOMPSON, G; BIDEAU, R D",1989,AXIAL AND OFF-AXIAL HETEROGENEITY OF BASALTIC ROCKS FROM THE EAST PACIFIC RISE AT 12 DEGREE 35ÕN-12 DEGREE 51ÕN,J GEOPHYS RES,94,,17437,17463
476,"GOLDSTEIN, S J; MURRELL, M T; WILLIAMS, R W",1993,231PA AND 230TH CHRONOLOGY OF MID-OCEAN RIDGE BASALTS,EARTH PLANET SCI LETT,115,,151,159
477,"WHITE, W M",1993,238U/204PB IN MORB AND OPEN SYSTEM EVOLUTION OF THE DEPLETED MANTLE,EARTH PLANET SCI LETT,115,,211,226
554,"FORNARI, D J; PERFIT, M R; ALLAN, JAMES F; BATIZA, RODEY; HAYMON, R; BARONE, A; RYAN, W B F; SMITH, T; SIMKIN, T; LUCKMAN, M A",1988,GEOCHEMICAL AND STRUCTURAL STUDIES OF THE LAMONT SEAMOUNTS: SEAMOUNTS AS INDICATORS OF MANTLE PROCESSES,EARTH PLANET SCI LETT,89,,63,83
562,"BEN OTHMAN, D; ALLEGRE, CLAUDE J",1990,U-TH SYSTEMATICS AT 13 DEGREE N EAST PACIFIC RIDGE SEGMENT,EARTH PLANET SCI LETT,98,,129,137
565,"REINITZ, I; TUREKIAN, K K",1989,(230TH/238U) AND (226RA/230TH) FRACTIONATION IN YOUNG BASALTIC GLASSES FROM THE EAST PACIFIC RISE,EARTH PLANET SCI LETT,94,,199,207
570,"VOLPE, A M; GOLDSTEIN, S J",1993,226RA-230TH DISEQUILIBRIUM IN AXIAL AND OFF-AXIS MID-OCEAN RIDGE BASALTS,GEOCHIM COSMOCHIM ACTA,57,,1233,1241
573,"MARTIN, C E",1991,OS ISOTOPIC CHARACTERISTICS OF MANTLE DERIVED ROCKS,GEOCHIM COSMOCHIM ACTA,55,,1421,1434
580,"JOCHUM, K P; VERMA, S P",1996,"EXTREME ENRICHMENT OF SB, TL AND OTHER TRACE ELEMENTS IN ALTERED MORB",CHEM GEOL,130,,289,299
600,"DUNCAN, R A; HOLMES, M",1994,RADIOMETRIC DATING OF YOUNG MORB USING THE 40AR-39AR INCREMENTAL HEATING METHOD,GEOPHYS RES LETT,21,,1927,1930
629,"EISSEN, JEAN PHILIPPE",1982,"PETROLOGIE COMPAREE DE BASALTES DE DIFFERENTS SEGMENTS DE ZONES D'ACCRETION OCEANIQUE Ë TAUX D'ACCRETION VARIES (MER ROUGE, ATLANTIQUE, PACIFIQUE)",THéSE UNIV.STRASBOURG,,,,
651,"DERUELLE, B; DREIBUS, G; JAMBON, A",1992,IODINE ABUNDANCES IN OCEANIC BASALTS: IMPLICATIONS FOR EARTH DYNAMICS,EARTH PLANET SCI LETT,108,,217,227
671,"JOCHUM, K P; HOFMANN, A W; SEUFERT, H M",1993,TIN IN MANTLE-DERIVED ROCKS: CONSTRAINTS ON EARTH EVOLUTION,GEOCHIM COSMOCHIM ACTA,57,,3585,3595
681,"SCHRADER, E L; ROSENDAHL, B R; FURBISH, W J",1979,PICRITES FROM THE EAST PACIFIC RISE,OCEANOL ACTA,2,,339,347
698,"NOWELL, G M; KEMPTON, P D; NOBLE, S R; FITTON, J G; SAUNDERS, A D; MAHONEY, J J; TAYLOR, R N",,HIGH PRECISION HF ISOTOPE MEASUREMENTS OF MORB AND OIB BY THERMAL IONISATION MASS SPECTROMETRY: INSIGHTS INTO THE DEPLETED MANTLE,,,,,,
709,"BATIZA, RODEY; O'HEARN, T",1982,"MAJOR ELEMENT CHEMISTRY OF BASALT GLASSES DREDGED FROM YOUNG ISOLATED VOLCANOES AND THE EAST PACIFIC RISE, 10 DEGREE - 14 DEGREE N",ARQUIPELAGO,3,,201,230,PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON THE ACTIVITY OF OCEANIC VOLCANOES
716,"SUBBARAO, K V; HEKINIAN, R",,ALKALI-ENRICHED ROCKS FROM THE CENTRAL EASTERN PACIFIC OCEAN,,,,,,
740,"VIDAL, P; CLAUER, N.",1981,PB AND SR ISOTOPIC SYSTEMATICS OF SOME BASALTS AND SULFIDES FROM THE EAST PACIFIC RISE AT 21 DEGREE N (PROJECT RITA),EARTH PLANET SCI LETT,55,,237,246,
741,"BREVART, OLIVIER; DUPRE, B; ALLEGRE, CLAUDE J",1981,"METALLOGENESIS AT SPREADING CENTERS: LEAD ISOTOPE SYSTEMATICS FOR SULFIDES, MANGANESE-RICH CRUSTS, BASALTS AND SEDIMENTS FROM THE CYAMEX AND ALVIN AREAS (EAST PACIFIC RISE)",ECON GEOL,76,,1205,1210,
742,"HOFMANN, A W; WHITE, W M",1983,"BA, RB AND CS IN THE EARTH’S MANTLE",ZEITSCHR NATURFORSCH,38A,,256,266,
744,"SINTON, J M",1999,PERSONAL COMMUNICATION,,,,,,
748,"TATSUMOTO, M",1966,GENETIC RELATIONS OF OCEANIC BASALTS AS INDICATED BY LEAD ISOTOPES,SCIENCE,153,,1094,1101,
754,"PERFIT, M R; FORNARI, D J; SMITH, M C; BENDER, JOHN F; LANGMUIR, C H; HAYMON, R",1994,SMALL-SCALE SPATIAL AND TEMPORAL VARIATIONS IN MID-OCEAN RIDGE CREST MAGMATIC PROCESSES,GEOLOGY,22,,375,379,
756,"REGELOUS, M; NIU, Y; WENDT, J I; BATIZA, RODEY; GREIG, A.; COLLERSON, K D",1999,VARIATIONS IN THE GEOCHEMISTRY OF MAGMATISM ON THE EAST PACIFIC RISE AT 10 DEG 30 N SINCE 800 KA,EARTH PLANET SCI LETT,168,,45,63,
784,"REYNOLDS, J R",1995,SEGMENT-SCALE SYSTEMATICS OF MID-OCEAN RIDGE MAGMATISM AND GEOCHEMISTRY,"PHD, COLUMBIA UNIVERSITY",,,,,
808,"MICHAEL, P J; CORNELL, W C",1998,INFLUENCE OF SPREADING RATE AND MAGMA SUPPLY ON CRYSTALLIZATION AND ASSIMILATION BENEATH MID-OCEAN RIDGES: EVIDENCE FROM CHLORINE AND MAJOR ELEMENT CHEMISTRY OF MID-OCEAN RIDGE BASALTS,J GEOPHYS RES,103,,18325,18356,
850,"SCHRADER, E L; ROSENDAHL, B R; FURBISH, W J; MEADOWS, G",1980,PICRITIC BASALTS FROM THE SIQUEIROS FRACTURE ZONE,INIT REP DSDP,54,,71,78,
853,"NIU, Y; COLLERSON, K D; BATIZA, RODEY; WENDT, J I; REGELOUS, M",1999,ORIGIN OF ENRICHED-TYPE MID-OCEAN RIDGE BASALT AT RIDGES FAR FROM MANTLE PLUMES: THE EAST PACIFIC RISE AT 11 DEG 20 MIN N,J GEOPHYS RES,104,,7067,7087,
877,"LUNDSTROM, C C; SAMPSON, D E; PERFIT, M R; GILL, J B; WILLIAMS, Q",1999,"INSIGHTS INTO MID-OCEAN RIDGE BASALT PETROGENESIS: U-SERIES DISEQUILIBRIA FROM THE SIQUEIROS TRANSFORM, LAMONT SEAMOUNTS, AND THE EAST PACIFIC RISE",J GEOPHYS RES,104,,13035,13048,
913,"CHAUSSIDON, M; SHEPPARD, S M F; MICHARD, A",1991,"HYDROGEN, SULPHUR AND NEODYMIUM ISOTOPE VARIATIONS IN THE MANTLE BENEATH THE EPR AT 12 DEG 50 MIN N",J GEOCHEM SOC,3,,325,37,
926,"SAUNDERS, A D",1983,GEOCHEMISTRY OF BASALTS RECOVERED FROM THE GULF OF CALIFORNIA DURING LEG 65 OF THE DEEP SEA DRILLING PROJECT,INIT REP DSDP,65,,591,621
949,"SMITH, A D",1999,"THE ND-SR-PB ISOTOPIC RECORD IN ABYSSAL THOLEIITES FROM THE GULF OF CALIFORNIA REGION, WESTERN MEXICO: NO EVIDENCE FOR A GULF MOUTH PLUME",INT GEOL REV,41,,921,931
965,"SCHILLING, J G",1971,SEA-FLOOR EVOLUTION: RARE-EARTH EVIDENCE,PHIL TRANS R SOC LOND,A268,,663,706
1001,"DANYUSHEVSKY, L V; EGGINS, S M; FALLOON, T J; CHRISTIE, DAVID M",2000,"H2O ABUNDANCE IN DEPLETED TO MODERATELY ENRICHED MID-OCEAN RIDGE MAGMAS; PART I: INCOMPATIBLE BEHAVIOUR, IMPLICATIONS FOR MANTLE STORAGE, AND ORIGIN OF REGIONAL VARIATIONS",J PETROL,41,,1329,1364
1022,"BATIZA, RODEY; ALLAN, JAMES F; BACH, W; BOSTROEM, K; BROPHY, J G; FRYER, G J; GOLDSTEIN, S J; HARPP, K S; HAYMON, R; HEKINIAN, R; JOHNSTON, J E; NIU, Y; POLYAK, B G",1995,"PETROLOGY, GEOCHEMISTRY, AND PETROGENESIS OF LEG 142 BASALTS - SYNTHESIS OF RESULTS","PROC ODP, SCI RESULTS",142,,3,8
1023,"HARPP, K S",1995,GEOCHEMICAL VARIATIONS IN A SINGLE BASALTIC FLOW AT 9 DEG 30 N ON THE EAST PACIFIC RISE,"PROC ODP, SCI RESULTS",142,,9,22
1024,"BACH, W; ERZINGER, J",1995,VOLATILE COMPONENTS IN BASALTS AND BASALTIC GLASSES FROM THE EPR AT 9 DEG 30 N,"PROC ODP, SCI RESULTS",142,,23,29
1026,"GOLDSTEIN, S J",1995,"URANIUM-SERIES CHRONOLOGY OF SUBSURFACE BASALTS, 9 DEG 31 N EAST PACIFIC RISE","PROC ODP, SCI RESULTS",142,,37,39
1027,"BOSTROEM, K; BACH, W",1995,DATA REPORT: CHEMICAL ANALYSES OF BASALTIC ROCKS: AN INTERLABORATORY COMPARISON,"PROC ODP, SCI RESULTS",142,,75,81
1028,"ARTAMONOV, A; SUSHCHEVSKAYA, N M; ZOLOTAREV, B P; KASHINZEV, G; KURNOSOV, V",1995,"DATA REPORT: GEOCHEMISTRY OF BASALTS AND GLASSES FROM THE EAST PACIFIC RISE AXIS ZONE AT 9 DEG 30.45 N, LEG 142","PROC ODP, SCI RESULTS",142,,83,85
1029,"ALLAN, JAMES F",1995,DATA REPORT: TRACE ELEMENT GEOCHEMISTRY OF LEG 142 BASALTS BY INSTRUMENTAL NEUTRON ACTIVATION ANALYSIS,"PROC ODP, SCI RESULTS",142,,87,89
1050,"BATIZA, RODEY; ALLAN, JAMES F; ANDERSON, D M; BACH, W; BOSTROEM, K; BROPHY, J G; FRYER, G J; HARPP, K S; HAYMON, R; HEKINIAN, R; JOHNSTON, J E; LILLEY, M; NIU, Y; POLYAK, B G; SHARMA, P V; VON DAMM, K L",1993,SITE 864,"PROC ODP, INIT REP",142,,55,99
1056,"DAVID, K; SCHIANO, P; ALLEGRE, CLAUDE J",2000,ASSESSMENT OF THE ZR/HF FRACTIONATION IN OCEANIC BASALTS AND CONTINENTAL MATERIALS DURING PETROGENETIC PROCESSES,EARTH PLANET SCI LETT,178,,285,301
1066,"BOURDON, B; GOLDSTEIN, S J; BOURLES, D; MURRELL, M T; LANGMUIR, C H",2000,EVIDENCE FROM 10BE AND U SERIES DISEQUILIBRIA ON THE POSSIBLE CONTAMINATION OF MID-OCEAN RIDGE BASALT GLASSES BY SEDIMENTARY MATERIAL,G-CUBED,1,,,
1086,"MELSON, W G; O'HEARN, T",,SMITHSONIAN VOLCANIC GLASS FILE,,,,,
1093,"CASTILLO, P R; KLEIN, E M; BENDER, JOHN F; LANGMUIR, C H; SHIREY, S B; BATIZA, RODEY; WHITE, W M",2000,"PETROLOGY AND SR, ND, AND PB ISOTOPE GEOCHEMISTRY OF MID-OCEAN RIDGE BASALT GLASSES FROM THE 11 DEG 45 MIN TO 15 DEG 00 MIN N SEGMENT OF THE EAST PACIFIC RISE",G-CUBED,1,,,
