sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,Te,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
TRI0154-016-003,whole rock,49.83,1.05,15.58,8.2,1.18,,,0.16,9.58,11.83,2.16,0.17,0.11,4.8,12.1,,8.4,2.7,1,,0.7,,,,0.48,2.9,0.42,40,49,598,0.04,,,,1538,,,195,,3.49,,42,,89,,,,,238,,,,0.702984,0.513022,,,,,,42.39,-29.4,-2895,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-016,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0154-017-002,glass,51.93,1.04,14.94,8.52,0.96,,,0.08,8.8,11.98,2.16,0.11,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,-29.26,-2625,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-017,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0154-017-002,whole rock,50.81,0.98,14.12,8.89,0.93,,,0.17,9.09,12.12,1.93,0.1,0.1,3.8,10,,7.4,2.5,1,,0.7,,,,0.47,2.9,0.52,31,52,494,0.03,,,,1021,,,163,,2.63,,48,,65,,,,,285,,,,0.703098,0.513033,,,,,,41.67,-29.26,-2625,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-017,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0154-018-002,glass,50.85,0.89,16,8.04,0.88,,,0.08,9.02,12.43,2.08,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18,-29.31,-2225,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-018,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0154-018-002,whole rock,49.72,0.81,16.13,7.94,0.8,,,0.16,10.07,12.26,1.93,0.08,0.07,3.2,8.1,,5,1.8,0.8,,0.5,,,,0.41,1.9,0.25,25,49,574,0.02,,,,815,,,203,,1.84,,42,,77,,,,,224,,,,0.703014,0.513042,,,,,,41.18,-29.31,-2225,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-018,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0154-019-003,glass,51.02,1.24,14.58,9.28,1.05,,,0.1,7.68,12.22,2.3,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,-29.25,-2430,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-019,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0154-019-003,whole rock,50.18,1.02,15.51,8.55,0.97,,,0.17,9.22,12.22,1.98,0.11,0.09,3.1,7.9,,4.8,2.2,0.9,,0.6,,,,0.47,2.4,0.38,24,46,491,0.024,,,,1005,,,152,,1.96,,40,,69,,,,,249,,,,0.703095,0.513075,,,,,,40.74,-29.25,-2430,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-019,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
*482/7,whole rock,49.57,0.73,16.66,7,1.45,,8.81,0.15,8.53,13.1,1.94,0.09,0.07,1.98,5.26,,4.15,1.46,0.6,2.21,,2.73,,1.79,,1.7,0.253,19.8,,459,,,,,,,3,122,,1.5,,43,,84,,,4440,,212,20,,37,0.70297,,,,,,,40.68,-29.22,-2360 to -2520,SPREADING_CENTER;MID-ATLANTIC RIDGE,*482/7,UNKNOWN,unknown,"basalt, basalt, vesicular, fine-grained with glomeroporphyritic groupings of plag pc (1 mm) and occasional ol pc; intersertal matrix is made up of intergrown plag ml and feathery px",,"Sun,1979(118)",MS(1346); MS-ID(1344); WET(1343); XRF(1342); XRF(1345)
AII0127-2-024-002,glass,51.29,1.13,15,,,9.62,,,8.35,11.53,2.07,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,111,,0.677,,0.191,,,,,,,,,,,,40.5225,-29.5367,-2920,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-024,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-2-R070,glass,51.53,1.018,14.41,,,10.35,,0.19,7.76,12.13,2.11,0.061,0.097,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,66,,0.137,,0.039,,,,,,,,,,,,40.318,-29.553,-2480,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-R070,AII127,rockcore,"basalt, basalt, ",fresh,"Bourdon,1996(414); Langmuir,1998(675)",DCP(282); EMP(217); MS-ID(284)
TRI0122-003-004,whole rock,50.61,1.07,14.78,9.37,1.19,,,0.19,7.64,12.03,2.08,0.08,0.09,2.8,,,6.6,2.3,0.9,,0.6,,,,,1.7,0.43,,48,522,,,,,,,,116,,,,41,,,,,,,,,,,0.703027,0.513156,18.381,15.515,38.19,,,40.23,-29.59,-2675,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0122-003,TR122,dredge,"basalt, basalt; tholeiite(ref-175);, aphanitic",,"Dupre,1980(175); Schilling,1983(42); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS(1371); WET(80); XRF(902)
TRI0122-003-009,whole rock,50.72,1.01,15.58,9.21,0.81,,,0.16,7.62,12.13,1.92,0.08,0.11,2.4,,,5.3,2.4,0.8,,0.6,,,,,2.5,0.39,21,43,370,0.022,,,,678,,,84,,1.61,,38,,59,,,,,,,,,0.703008,0.513167,,,,,,40.23,-29.59,-2675,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0122-003,TR122,dredge,"basalt, basalt, cryptocristalline",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0127-2-R077,glass,51.39,1.07,15.28,,,8.74,,,8.45,12.21,1.86,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,109,,0.515,,0.151,,,,,,,,,,,,40.113,-29.647,-2495,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-R077,AII127,rockcore,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-2-R077,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703064,0.51309,18.772,15.559,38.562,,,40.113,-29.647,-2495,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-R077,AII127,rockcore,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
TRI0154-007-001,glass,50.86,1.09,15.33,8.72,0.99,,,0.14,8.47,11.81,2.02,0.17,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.94,-29.67,-1950,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-007,TR154,dredge,"basalt, basalt, ",,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0154-007-001,whole rock,,,,,,,,,,,,,,,,,8.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703001,0.513086,,,,,,39.94,-29.67,-1950,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-007,TR154,dredge,"basalt, basalt, ",,"Yu,1997(119)",INAA(117); MS(115); MS(116)
TRI0154-007-001B,whole rock,50.82,1.05,15.21,8.53,1.14,,,0.16,8.55,12.23,1.99,0.18,0.12,5.3,12.9,,8.7,2.6,0.9,,0.6,,,,0.45,2.7,0.41,37,44,377,0.032,,,,1046,,,136,,2.81,,41,,79,,,,,266,,,,0.70305,,,,,,,39.94,-29.67,-1950,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-007,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Schilling,1983(42); White,1977(54); White,1978(41)",INAA(81); MS(600); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0127-2-026-001,glass,50.57,1.27,14.96,,,10.92,,,7.6,11.6,2.08,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,93,,0.467,,0.138,,,,,,,,,,,,39.9078,-29.6722,-2068,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-026,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-2-026-005,glass,51.06,1.33,14.34,,,10.97,,,7.8,11.28,2.21,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,94,,0.461,,0.139,,,,,,,,,,,,39.9078,-29.6722,-2068,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-026,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
CHR0097-002-101,glass,50.99,1.16,15.32,,,9.01,,,7.59,12.02,2.02,0.12,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.78,-29.645,-1800,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0097-002,CH97 (MAPCO1),dredge,"basalt, basalt, aphyric",,"Dmitriev,1985(558); Melson,(1086)",EMP(1878); EMP(3262)
CHR0097-002-101,whole rock,49.9,1.17,14.51,,10.29,9.2665,,0.16,8.98,11.78,2.15,0.31,0.12,7.4,,,,,0.88,,0.5,,,,,,,90,43,448,0.09,,,1.92,,,13.8,136,,7.7,,34.7,,137,0.83,0.87,7020,0.28,275,26,70,76,,,,,,,,39.78,-29.645,-1800,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0097-002,CH97 (MAPCO1),dredge,"basalt, basalt, aphyric",,"Bougault,1985(326); Eissen,1982(629)",INAA(1831); XRF(1003); XRF(1829); XRF(1830)
CHR0097-002,glass,50.61,1.15,15.37,9.16,,,,0.16,8.88,11.71,2.04,0.305,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.103,15.56,38.771,,,39.78,-29.645,-1800,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0097-002,CH97 (MAPCO1),dredge,"basalt, basalt, ",fresh,"Hamelin,1984(217); Jambon,1990(425)",EMP(1464); MS(724)
TRI0154-020-003,glass,52,1.4,15.24,7.89,0.82,,,0.16,7.25,11.76,2.18,0.45,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.76,-29.69,-2225,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-020,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0154-020-003,whole rock,50.91,1.31,15.66,7.64,1.41,,,0.17,7.51,11.99,2.14,0.45,0.17,11.2,26.1,,13.7,3.6,1.2,,0.8,,,,0.48,2.5,0.32,127,43,104,0.114,,,,4152,,,62,,10.1,,41,,181,,,,,268,,,,0.703111,0.51301,,,,,,39.76,-29.69,-2225,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-020,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0089-030-005,glass,49.21,1.76,16.72,7.65,0.79,8.67,,0.14,7.51,11.96,2.52,0.66,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.63,-29.74,-2025,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0089-030,TR089,dredge,"basalt, basalt, aphanitic",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
TRI0089-030-005,whole rock,48.37,1.56,16.12,6.93,1.5,,,0.15,8.71,12.06,2.49,0.65,0.27,16.7,,,20.3,4,1.6,,0.8,,,,,2.2,0.25,170,49,343,0.172,,,,5855,6.01,,137,,9.58,,31,,298,,,,,235,,,,0.703329,0.512961,,,,,,39.63,-29.74,-2025,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0089-030,TR089,dredge,"basalt, basalt, aphanitic",fresh,"Ryan,1987(395); Schilling,1983(42); White,1978(41); Yu,1997(119)",DCP(3157); INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0089-030-010,glass,50.66,1.3,15.81,7.79,0.84,8.58,,0.34,8.66,12.08,2.04,0.24,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.63,-29.74,-2025,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0089-030,TR089,dredge,"basalt, basalt; tholeiite(ref-136);, aphanitic",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
TRI0089-030-010,whole rock,49.8,1.08,15.5,7.68,1.13,,,0.16,9.35,11.95,2.08,0.23,0.14,6.3,,,7.3,2.5,0.8,,0.4,,,,,2.1,0.29,76,43,621,0.064,,,,2196,3.9,,174,,5.88,,34,,148,,,,,148,,,,0.703104,0.513033,,,,,,39.63,-29.74,-2025,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0089-030,TR089,dredge,"basalt, basalt; tholeiite(ref-136);, aphanitic",fresh,"Ryan,1987(395); Schilling,1983(42); White,1978(41); Yu,1997(119)",DCP(3157); INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0089-031-001,whole rock,47.5,2.02,16.86,6.45,2.89,,,0.15,7.98,10.96,2.69,0.78,0.33,25,,,26.5,5.3,1.8,,0.9,,,,,1.5,0.25,238,48,272,0.113,,,,5616,,,127,,9.92,,22,,495,,,,,247,,,,0.703466,0.512922,,,,,,39.63,-29.71,-1750,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0089-031,TR089,dredge,"basalt, basalt, intersertal to subophytic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0127-2-027-003,glass,51.317,1.185,15.376,,,9.251,,0.142,7.987,12.282,2.199,0.211,0.124,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,118,,0.571,,0.166,,,,,,,,,,,,39.5052,-29.7378,-2288,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-027,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414); Langmuir,1998(675)",DCP(282); EMP(217); MS-ID(284)
AII0127-2-027-003,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703113,0.513079,18.857,15.555,38.625,,,39.5052,-29.7378,-2288,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-027,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-2-027-004,glass,51.15,1.17,14.86,,,9.3,,,8.51,11.85,2.16,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,133,,0.787,,0.224,,,,,,,,,,,,39.5052,-29.7378,-2288,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-027,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-2-027-004,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703144,0.513085,18.999,15.57,38.743,,,39.5052,-29.7378,-2288,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-027,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-2-027-005,glass,50.95,0.88,14.98,,,9.24,,,8.59,11.85,1.16,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,0.797,,0.225,,,,,,,,,,,,39.5052,-29.7378,-2288,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-027,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-2-027-005,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703113,0.513049,19.022,15.579,38.8,,,39.5052,-29.7378,-2288,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-027,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-2-029-001,glass,51.84,1.59,15.91,,,9.28,,,6.76,10.8,2.82,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,259,,1.79,,0.539,,,,,,,,,,,,39.432,-29.8455,-1860,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-029,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-2-029-001,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703335,0.512964,19.416,15.61,39.042,,,39.432,-29.8455,-1860,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-029,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-2-029-002,glass,49.49,1.59,15.92,,,8.46,,,8.31,13.13,2.11,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,295,,1.76,,0.525,,,,,,,,,,,,39.432,-29.8455,-1860,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-029,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-2-029,glass,49.514,1.684,15.788,,,8.325,,0.144,7.611,12.603,2.414,0.689,0.287,16.8,,,18.6,4.09,,,,,,,,,,,,,,,,,,,25.6,,,13.74,,,,299.5,,,,,,,,126,0.703383,0.512953,19.372,15.601,38.994,,,39.432,-29.8455,-1860,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-029,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786); Langmuir,1998(675)",EMP(217); MS(1151); MS-ID(1150); XRF(1149)
TRI0154-008-001,glass,51.48,1.82,15.21,9.23,0.99,,,0.17,6.32,10.68,2.72,0.62,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,-29.95,-1630,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-008,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0154-008-001,whole rock,50.59,1.55,16.2,7.64,1.75,,,0.16,6.57,11.58,2.6,0.61,0.25,15,32.5,,18.3,4.5,1.4,,0.8,,,,0.61,2.3,0.36,161,37,157,0.158,,,,5617,,,70,,12.9,,36,,218,,,,,232,,,,0.703361,0.512981,,,,,,39.2,-29.95,-1630,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-008,TR154,dredge,"basalt, basalt, aphanitic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0127-2-R089,glass,50.577,1.71,15.599,,,8.742,,0.167,6.869,11.597,2.76,0.701,0.283,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,308,,1.89,,0.551,,,,,,,,,,,,39.168,-29.98,-1538,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-R089,AII127,rockcore,"basalt, basalt, ",fresh,"Bourdon,1996(414); Langmuir,1998(675)",DCP(282); EMP(217); MS-ID(284)
AII0127-2-R089,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703466,0.513081,19.316,15.606,39.004,,,39.168,-29.98,-1538,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-R089,AII127,rockcore,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-2-R090,glass,51.273,2.022,15.095,,,10.132,,0.183,5.784,10.155,3.078,0.808,0.34,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,266,,2.16,,0.623,,,,,,,,,,,,39.103,-30.02,-1208,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-R090,AII127,rockcore,"basalt, basalt, ",fresh,"Bourdon,1996(414); Langmuir,1998(675)",DCP(282); EMP(217); MS-ID(284)
AII0127-2-R090,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703373,0.512968,19.345,15.615,39.023,,,39.103,-30.02,-1208,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-R090,AII127,rockcore,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-1-R066,glass,51.711,2.023,15.001,,,9.971,,0.19,5.932,10.5,2.883,0.878,0.346,,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,279,,2.09,,0.593,,,,,,,,,,,,39.059,-30.027,-1280,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-R066,AII127,rockcore,"basalt, basalt, ",fresh,"Bourdon,1996(414); Langmuir,1998(675)",DCP(282); EMP(217); MS-ID(284)
AII0127-1-R066,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703397,0.512966,19.378,15.611,39.048,,,39.059,-30.027,-1280,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-R066,AII127,rockcore,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-1-022-005,glass,52.26,1.83,15.31,,,10.26,,,5.98,10.81,2.73,,,20.4,40,5.09,20.7,4.49,1.51,5.06,0.83,4.64,1.12,2.54,,2.43,0.39,235,,,0.22,,,3.43,,,32,,1.19,20.5,,,1.16,282,1.81,2.2,,0.632,,27,,148,,,,,,,0.00165,39.0378,-30.025,-1386,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-022,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414); Yi,2000(1041)",EMP(281); ICPMS(2911); MC-ICP-MS(2912); MS-ID(284)
AII0127-1-022-005,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703369,0.512943,19.435,15.621,39.146,,,39.0378,-30.025,-1386,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-022,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
AII0127-1-022-006,glass,52.28,1.66,15.18,,,9.36,,,6.66,11.19,2.58,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,272,,2,,0.565,,,,,,,,,,,,39.0378,-30.025,-1386,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-022,AII127,dredge,"basalt, basalt, ",fresh,"Bourdon,1996(414)",DCP(282); EMP(281); MS-ID(284)
AII0127-1-022-006,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703434,0.512962,19.447,15.62,39.147,,,39.0378,-30.025,-1386,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-022,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
TRI0154-021-003,glass,50.63,1.58,15.86,7.88,0.8,,,0.15,6.85,11.92,2.44,0.609,0.23,,,,,,,,,,,,,,,,,,,,,,5200,,20.7,,,,,,,,,,,,,,,111,,,,,,,,38.89,-30.05,-1305,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-021,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Michael,1995(409); Michael,1998(808); Sigurdsson,1981(115)",CALC(324); EMP(1230); EMP(323); EMP(963); XRF(964); XRF(965)
TRI0154-021-003,whole rock,49.98,1.37,16.17,6.77,1.7,,,0.14,7.33,13.1,2.36,0.56,0.23,16.4,37,,17.7,4.1,1.4,,0.8,,,,0.71,2.4,0.29,184,39,168,0.154,,,,5059,,,65,,14,,40,,254,,,,,273,,,,0.703342,0.51289,,,,,,38.89,-30.05,-1305,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-021,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0127-1-R063,glass,50.026,1.804,15.187,,,8.941,,0.172,7.993,11.944,2.659,0.73,0.266,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,313,,1.79,,0.541,,,,,,,,,,,,38.828,-30.088,-1240,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-R063,AII127,rockcore,"basalt, basalt, ",fresh,"Bourdon,1996(414); Langmuir,1998(675)",DCP(282); EMP(217); MS-ID(284)
AII0127-1-R063,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703504,0.512939,19.479,15.621,39.117,,,38.828,-30.088,-1240,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-R063,AII127,rockcore,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151)
TRI0154-010-003,glass,52.76,1.93,15.55,8.83,0.86,,,0.16,5.02,9.69,3.02,1.02,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,-30.19,-1150,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-010,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0154-010-003,whole rock,51.85,1.74,15.66,7.49,1.84,,,0.16,5.96,10.5,3.18,1,0.33,24.7,52,,27.3,6.3,1.9,,1.1,,,,0.97,2.9,0.46,268,37,120,0.283,,,,9045,,,61,,22.5,,35,,281,,,,,277,,,,0.703402,0.512931,,,,,,38.7,-30.19,-1150,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0154-010,TR154,dredge,"basalt, basalt, cryptocristalline",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
