sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,Te,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
AII0107-7-007-003,glass,,,,,,,,,,,,0.073,,,,,,,,,,,,,,,,,,,,,,,633,,2,,,,,,,,,,,,,,,97,0.702911,0.512999,,,,,,-40.438,-16.75,-2597 to -2627,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-007,AII107,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415); Michael,1995(409); Michael,1998(808)",EMP(1230); EMP(963); MS(285); XRF(964)
AII0107-7-007-003,whole rock,50.4,1.36,15.19,8,2.23,10.01,,0.18,8.96,11.43,2.3,0.09,0.14,2.95,12,,9.9,3.91,1.41,6.4,0.94,5.6,,,0.65,3.61,0.5,,48,346,,67,,,,,2,177,,2.3,,,,98,,,,,284,37,80,97,,,18.177,15.503,38.001,,,-40.438,-16.75,-2597 to -2627,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-007,AII107,dredge,"basalt, basalt, ",fresh,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
AII0107-7-006-020,glass,50.1,1.33,15.88,,,9.55,,,7.84,11.86,2.71,0.089,0.15,,,,,,,,,,,,,,,,,,,,,,765,,2.8,,,,,,,,,,,,,,,95,0.703157,0.512908,18.1,15.539,38.076,,,-41.248,-16.603,-2420,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-006,AII107,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415); Hanan,1986(221); Melson,(1086); Michael,1995(409); Michael,1998(808)",EMP(1230); EMP(3262); EMP(963); MS(271); MS(285); XRF(964)
AII0107-7-006-020,whole rock,50.23,1.34,15.87,7.6,2.32,9.69,,0.18,8.27,11.74,2.49,0.12,0.14,3.6,10.9,,9.4,3.5,1.28,5.7,0.76,,,,0.54,3.13,0.47,,45,316,,75,,,,,2.8,135,,3,,,,114,,,,,268,35,75,95,,,,,,,,-41.248,-16.603,-2420,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-006,AII107,dredge,"basalt, basalt, ",fresh,"Humphris,1985(91)",CALC(439); INAA(438); TITR(435); XRF(434)
AII0107-7-002-038,glass,50.63,1.32,15.61,,,9.28,,,8,11.69,2.71,0.122,0.14,,,,,,,,,,,,,,,,,,,,,,1043,,3.4,,,,,,,,,,,,,,,98,0.703251,0.512966,,,,,,-46.212,-14.073,-2735,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-002,AII107,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415); Melson,(1086); Michael,1995(409); Michael,1998(808)",EMP(1230); EMP(3262); EMP(963); MS(285); XRF(964)
AII0107-7-002-038,whole rock,50.52,1.36,15.87,7.01,2.87,9.59,,0.17,8.38,11.67,2.34,0.15,0.14,4.84,13.1,,9.6,3.62,1.32,5.4,0.77,,,,0.6,3.56,0.45,24,43,305,,63,,,,,3.4,147,,2.8,,,,120,,,,,268,36,74,98,,,18.07,15.53,38.127,,,-46.212,-14.073,-2735,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-002,AII107,dredge,"basalt, basalt, ",fresh,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
AII0107-7-002-053,whole rock,50.83,1.33,15.79,7.09,2.71,9.53,,0.17,8.26,11.64,2.31,0.13,0.14,4.88,12.1,,9.6,3.46,1.25,5,0.81,,,,0.56,3.36,0.48,40,45,321,,72,,,,,3.3,147,,3.2,,,,117,,,,,282,35,81,99,,,18.084,15.549,38.176,,,-46.212,-14.073,-2735,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-002,AII107,dredge,"basalt, basalt, ",fresh,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
EWI9309-025,glass,54.06,1.41,15.32,,,7.64,,0.16,6.89,8.25,3.29,0.23,,,,,,,,,0.56,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,-47.35,-10.32,-2032,SPREADING_CENTER;MID-ATLANTIC RIDGE,EWI9309-025,EW93-09,dredge,"basalt, basalt, ",fresh,"Schiano,1997(34)",EMP(583); INAA(582)
EWI9309-011,glass,50.7,1.55,15.55,,,10.56,,0.29,8.09,11.28,2.31,0.07,,,,,,,,,0.76,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,0.702702,,,,,,,-49.44,-7.97,-3868,SPREADING_CENTER;MID-ATLANTIC RIDGE,EWI9309-011,EW93-09,dredge,"basalt, basalt, ",fresh,"Schiano,1997(34)",EMP(583); INAA(582); MS(579)
EWI9309-015,glass,49.86,1.55,14.7,,,10.22,,0.17,7.48,11.3,2.44,0.1,,,,,,,,,0.8,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,0.702762,,,,,,,-50.578,-6.428,-2980,SPREADING_CENTER;MID-ATLANTIC RIDGE,EWI9309-015,EW93-09,dredge,"basalt, basalt, ",fresh,"Schiano,1997(34)",EMP(583); INAA(582); MS(579)
AGU0032-010-001,glass,50.38,1.84,14.4,10.36,,,,0.14,7.21,12.15,2.72,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70339,0.51289,18.64,15.586,38.588,,,-51.28,-5.85,-1950 to -2100,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-010,AG32,dredge,"basalt, basalt, moderately phyric ",fresh,"Kurz,1998(545); Le roex,1987(94); Le roex,1998(685)",EMP(425); MS(313); MS(865)
AGU0032-010-001,whole rock,50.53,1.6,14.95,8.92,1.34,,,0.19,7.2,11.6,2.94,0.39,0.2,,,,,,,,,,,,,,,68,46,202,,64,,,,,7.3,67,,4.7,,42,,183,,,,,277,31,81,108,0.703516,0.51281,18.618,15.598,38.583,,,-51.28,-5.85,-1950 to -2100,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-010,AG32,dredge,"basalt, basalt, moderately phyric ",fresh,"Douglass,1999(1053); Le roex,1987(94)",MS(2950); XRF(311)
AGU0032-010-053,glass,49.9,1.39,15.98,9.45,,,,0.19,7.81,11.83,2.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7035,,,,,,,-51.28,-5.85,-1950 to -2100,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-010,AG32,dredge,"basalt, basalt, plag-phyric ",,"Le roex,1987(94)",EMP(312); MS(313)
AGU0032-010-053,whole rock,50.45,1.26,17.51,7.29,1.09,,,0.15,7.28,12.44,2.42,0.25,0.16,,,,,,,,,,,,,,,50,42,349,,58,,,,,5.5,98,,3.3,,36,,195,,,,,221,24,68,83,,,,,,,,-51.28,-5.85,-1950 to -2100,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-010,AG32,dredge,"basalt, basalt, plag-phyric ",,"Le roex,1987(94)",XRF(311)
AGU0032-009-001,glass,50.63,1.82,14.89,11.69,,,,0.2,6.15,10.62,3.21,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70364,0.51285,18.641,15.587,38.572,,,-51.62,-5.6,-1650 to -1700,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-009,AG32,dredge,"basalt, basalt, microporphyric",fresh,"Kurz,1998(545); Le roex,1987(94)",EMP(312); MS(313); MS(865)
AGU0032-009-001,whole rock,50.58,1.79,14.14,9.7,1.46,,,0.2,6.67,10.88,2.81,0.38,0.2,,,,,,,,,,,,,,,80,48,52,,57,,,,,9.9,38,,6.6,,44,,176,,,,,310,34,95,122,0.703553,0.512871,18.625,15.573,38.516,,,-51.62,-5.6,-1650 to -1700,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-009,AG32,dredge,"basalt, basalt, microporphyric",fresh,"Douglass,1999(1053); Le roex,1987(94)",MS(2950); XRF(311)
AGU0032-007-001,glass,50.1,1.4,15.36,10.08,,,,0.18,7.57,11.35,2.66,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70334,,,,,,,-52.27,-4.83,-2500 to -3400,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-007,AG32,dredge,"basalt, basalt, moderately phyric ",fresh,"Le roex,1987(94); Le roex,1998(685)",EMP(425); MS(313)
AGU0032-007-001,whole rock,49.64,1.37,15.88,9.11,1.37,,,0.19,8.16,10.98,2.39,0.24,0.17,,,,,,,,,,,,,,,45,50,311,,63,,,,,5.4,166,,4.1,,41,,125,,,,,226,32,84,105,0.703404,0.512858,18.132,15.523,38.229,,,-52.27,-4.83,-2500 to -3400,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-007,AG32,dredge,"basalt, basalt, moderately phyric ",fresh,"Douglass,1999(1053); Le roex,1987(94)",MS(2950); XRF(311)
AGU0032-007-043,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70356,0.51286,,,,,,-52.27,-4.83,-2500 to -3400,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-007,AG32,dredge,"basalt, basalt, porphyric",,"Le roex,1987(94)",MS(313)
AGU0032-007-043,whole rock,50.23,1.65,15.79,8.93,1.34,,,0.19,6.56,11.2,2.49,0.4,0.23,,,,,,,,,,,,,,,67,45,243,,48,,,,,8.3,88,,7.2,,39,,133,,,,,270,38,89,133,,,,,,,,-52.27,-4.83,-2500 to -3400,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-007,AG32,dredge,"basalt, basalt, porphyric",,"Le roex,1987(94)",XRF(311)
AGU0032-006-002,glass,50.96,1.32,15.31,10.13,,,,0.19,7.79,11.43,2.73,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703445,0.512888,18.114,15.561,38.303,,,-52.65,-4.38,-2250 to -2400,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-006,AG32,dredge,"basalt, basalt, aphyric ",fresh,"Douglass,1999(1053); Le roex,1987(94)",EMP(312); MS(2950)
AGU0032-006-002,whole rock,50.36,1.45,14.61,9.1,1.37,,,0.19,7.71,11.57,2.56,0.19,0.14,,,,,,,,,,,,,,,46,49,197,,63,,,,,4.9,78,,3.9,,43,,116,,,,,288,32,85,94,,,,,,,,-52.65,-4.38,-2250 to -2400,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-006,AG32,dredge,"basalt, basalt, aphyric ",fresh,"Le roex,1987(94)",XRF(311)
AGU0032-005-001,glass,50.75,1.42,15.27,10.03,,,,0.19,7.08,11.73,2.85,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.98,-4.33,-1650 to -1750,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-005,AG32,dredge,"basalt, basalt, microporphyric",fresh,"Le roex,1987(94)",EMP(312)
AGU0032-005-001,whole rock,50.46,1.46,14.68,8.49,1.27,,,0.19,7.44,11.81,3.16,0.47,0.22,,,,,,,,,,,,,,,93,46,157,,66,,,,,13,51,,8,,39,,199,,,,,246,27,78,104,0.703545,0.512847,18.5,15.564,38.593,,,-52.98,-4.33,-1650 to -1750,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-005,AG32,dredge,"basalt, basalt, microporphyric",fresh,"Douglass,1999(1053); Le roex,1987(94)",MS(2950); XRF(311)
AGU0032-004-111,glass,50.6,1.9,14.56,12.8,,,,0.23,6.47,10.23,3.18,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70328,,,,,,,-54.03,-2.13,-2200 to -2800,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-004,AG32,dredge,"basalt, basalt, aphyric ",fresh,"Le roex,1987(94)",EMP(312); MS(313)
AGU0032-004-111,whole rock,50.28,2.11,13.89,11.33,1.7,,,0.21,6.38,10.12,2.47,0.27,0.2,,,,,,,,,,,,,,,42,51,76,,45,,,,,5.4,64,,2.8,,44,,119,,,,,355,47,117,135,0.703452,0.512965,18.416,15.572,38.459,,,-54.03,-2.13,-2200 to -2800,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-004,AG32,dredge,"basalt, basalt, aphyric ",fresh,"Douglass,1999(1053); Le roex,1987(94)",MS(2950); XRF(311)
AGU0032-002-003,glass,49.57,1.84,15.24,10.65,,,,0.17,8.3,11.05,2.32,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703479,0.512953,18.552,15.581,38.496,,,-54.37,-1.2,-2000 to -2500,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-002,AG32,dredge,"basalt, basalt, aphyric ",fresh,"Douglass,1999(1053); Le roex,1998(685)",EMP(425); MS(2950)
AGU0032-002-003,whole rock,49.56,1.68,14.59,9.42,1.41,,,0.19,9.14,10.6,2.4,0.24,0.18,,,,,,,,,,,,,,,55,52,385,,58,,,,,6.8,213,,5.2,,39,,136,,,,,285,37,92,117,,,,,,,,-54.37,-1.2,-2000 to -2500,SPREADING_CENTER;MID-ATLANTIC RIDGE,AGU0032-002,AG32,dredge,"basalt, basalt, aphyric ",fresh,"Le roex,1987(94)",XRF(311)
CHN0115-4-001-001,glass,51.04,2.09,15.25,8.99,1.31,,,0.19,7.09,10.35,2.75,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70323,,18.932,15.608,38.795,,,-54.598,-0.968,-2328 to -2522,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHN0115-4-001,CHAIN115,dredge,"basalt, basalt; tholeiite(ref-123);, aphanitic, subhedral ol-mc and rare aggreagtes of ol and plag in gm dominated by radial sprays of acicular plag with ol, cpx, opaque oxides and brown glass",fresh,"Dickey,1977(123); Kurz,1998(545)",CALC(462); EMP(455); MS(461); MS(865)
CHN0115-4-001-001,whole rock,50.95,2.06,15.11,8.93,1.3,,,0.15,7.27,10.45,2.61,0.56,,12.1,31,,17.6,4.81,1.73,6.1,1,,1.3,,,3.26,0.55,130,55,285,,50,19,4.2,,5,,90,,23,,41.6,,245,1.1,,,,345,47,,200,,,,,,,,-54.598,-0.968,-2328 to -2522,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHN0115-4-001,CHAIN115,dredge,"basalt, basalt; tholeiite(ref-123);, aphanitic, subhedral ol-mc and rare aggreagtes of ol and plag in gm dominated by radial sprays of acicular plag with ol, cpx, opaque oxides and brown glass",fresh,"Dickey,1977(123)",CALC(463); DROES(457); EMP(456); INAA(459); TITR(458)
CHN0115-4-001-002,glass,51.55,2.2,15.61,8.87,1.48,,,0.17,7.15,10.46,2.92,0.42,,11.4,27,,17.7,4.76,1.49,5.3,0.9,,1.4,,,3.35,0.58,120,41,180,,45,15,5.2,,11,,75,,,,39.6,,220,,,,,230,32,,230,0.70321,,,,,,,-54.598,-0.968,-2328 to -2522,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHN0115-4-001,CHAIN115,dredge,"basalt, tholeiite, ",fresh,"Dickey,1977(123)",CALC(462); DROES(457); EMP(455); INAA(459); MS(461)
CHN0115-4-001-002,whole rock,51.21,2.09,15.01,8.6,1.43,,,0.19,7.49,10.41,2.69,0.45,,13,33,,19.5,5.15,1.69,5.9,1,,1.4,,,3.17,0.49,75,44,260,,75,18,4.6,,6,,98,,26,,38.1,,160,1.1,,,,295,36,,165,,,,,,,,-54.598,-0.968,-2328 to -2522,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHN0115-4-001,CHAIN115,dredge,"basalt, tholeiite, ",fresh,"Dickey,1977(123)",CALC(463); DROES(457); EMP(456); INAA(459); TITR(458)

PETDB petdb.ldeo.columbia.edu

REFERENCES:
REF_NUM(PETDB),authors,year,title,journal,vol.,issue,page from,page to,book title,book editors,publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"BRYAN, WILFRED B; THOMPSON, G; MICHAEL, P J",1979,COMPOSITIONAL VARIATION IN A STEADY-STATE ZONED MAGMA CHAMBER: MID-ATLANTIC RIDGE AT 36 DEGREE 50ÕN,TECTONOPHYSICS,55,,63,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"BOUGAULT, HENRI; TREUIL, M",1980,MID-ATLANTIC RIDGE: ZERO-AGE GEOCHEMICAL VARIATIONS BETWEEN AZORES AND 22 DEGREE N,NATURE,286,,209,212
34,"SCHIANO, P; BIRCK, J L; ALLEGRE, CLAUDE J",1997,OSMIUM-STRONTIUM-NEODYMIUM-LEAD ISOTOPIC COVARIATIONS IN MID-OCEAN RIDGE BASALT GLASSES AND THE HETEROGENEITY OF THE UPPER MANTLE,EARTH PLANET SCI LETT,150,,363,379
37,"BRYAN, WILFRED B; THOMPSON, G; LUDDEN, J N",1981,COMPOSITIONAL VARIATION IN NORMAL MORB FROM 22 DEGREE -25 DEGREE N: MID-ATLANTIC RIDGE AND KANE FRACTURE ZONE,J GEOPHYS RES,86,,11815,11836
38,"BRYAN, WILFRED B",1979,"REGIONAL VARIATION AND PETROGENESIS OF BASALT GLASSES FROM THE FAMOUS AREA, MID-ATLANTIC RIDGE",J PETROL,20,,293,325
40,"BRYAN, WILFRED B; MOORE, J G",1977,COMPOSITIONAL VARIATIONS OF YOUNG BASALTS IN THE MID-ATLANTIC RIDGE RIFT VALLEY NEAR LAT 36 DEGREE 49ÕN,USGS BULL,88,,556,570
41,"WHITE, W M; SCHILLING, J G",1978,THE NATURE AND ORIGIN OF GEOCHEMICAL VARIATION IN MID-ATLANTIC RIDGE BASALTS FROM THE CENTRAL NORTH ATLANTIC,GEOCHIM COSMOCHIM ACTA,42,,1501,1516
42,"SCHILLING, J G; ZAJAC, M; EVANS, R; JOHNSTON, T; WHITE, W M; DEVINE, J D; KINGSLEY, R H",1983,PETROLOGIC AND GEOCHEMICAL VARIATIONS ALONG THE MID-ATLANTIC RIDGE FROM 29 DEGREE N TO 73 DEGREE N,AMERIC J SCI,283,,510,586
44,"GRAHAM, D W; CASTILLO, P R; LUPTON, J E; BATIZA, RODEY",1996,CORRELATED HE AND SR ISOTOPE RATIOS IN SOUTH ATLANTIC NEAR-RIDGE SEAMOUNTS AND IMPLICATIONS FOR MANTLE DYNAMICS,EARTH PLANET SCI LETT,144,,491,503
45,"SALTERS, V J M",1996,THE GENERATION OF MID-OCEAN RIDGE BASALTS FROM THE HF AND ND ISOTOPE PERSPECTIVE,EARTH PLANET SCI LETT,141,,109,123
46,"LANGMUIR, C H; BENDER, JOHN F; BENCE, A E; HANSON, G N; TAYLOR, S R",1977,PETROGENESIS OF BASALTS FROM THE FAMOUS AREA; MID-ATLANTIC RIDGE,EARTH PLANET SCI LETT,36,,133,156
47,"WHITE, W M; BRYAN, WILFRED B",1977,"SR-ISOTOPE, K, RB, CS, SR, BA AND RARE-EARTH GEOCHEMISTRY OF BASALTS FROM THE FAMOUS AREA",GEOL SOC AMER BULL,88,,571,576
48,"BOUGAULT, HENRI; HEKINIAN, R",1974,RIFT VALLEY IN THE ATLANTIC OCEAN NEAR 36 DEGREE 50ÕN: PETROLOGY AND GEOCHEMISTRY OF BASALTIC ROCKS,EARTH PLANET SCI LETT,24,,249,261
49,"BOUGAULT, HENRI; DMITRIEV, L V; SCHILLING, J G; SOBOLEV, A V; JORON, J-L; NEEDHAM, H D",1988,MANTLE HETEROGENEITY FROM TRACE ELEMENTS: MAR TRIPLE JUNCTION NEAR 14 DEGREE N,EARTH PLANET SCI LETT,88,,27,36
50,"DOSSO, LAURE; HANAN, B B; BOUGAULT, HENRI; SCHILLING, J G; JORON, J-L",1991,SR-ND-PB GEOCHEMICAL MORPHOLOGY BETWEEN 10 DEGREE  AND 17 DEGREE N ON THE MID-ATLANTIC RIDGE: A NEW MORB ISOTOPE SIGNATURE,EARTH PLANET SCI LETT,106,,29,43
51,"DOSSO, LAURE; BOUGAULT, HENRI; JORON, J-L",1993,"GEOCHEMICAL MORPHOLOGY OF THE NORTH MID-ATLANTIC RIDGE, 10 DEGREE -24 DEGREE N: TRACE ELEMENT - ISOTOPE COMPLEMENTARITY",EARTH PLANET SCI LETT,120,,443,462
54,"WHITE, W M",1977,GEOCHEMISTRY OF IGNEOUS ROCKS FROM THE CENTRAL NORTH ATLANTIC: THE AZORES AND THE MID-ATLANTIC RIDGE,PHD URI,,,,
78,"COHEN, R S; O'NIONS, R K",1982,"THE LEAD, NEODYMIUM AND STRONTIUM ISOTOPIC STRCTURE OF OCEAN RIDGE BASALTS",J PETROL,23,,299,324
80,"ARCYANA,",1977,ROCKS COLLECTED BY BATHYSCAPH AND DIVING SAUCER IN THE FAMOUS AREA OF THE MID-ATLANTIC RIFT VALLEY: PETROLOGICAL DIVERSITY AND STRUCTURAL SETTING,DEEP SEA RESEARCH,24,,565,589
91,"HUMPHRIS, S E; THOMPSON, G; SCHILLING, J G; KINGSLEY, R H",1985,PETROLOGICAL AND GEOCHEMICAL VARIATIONS ALONG THE MID-ATLANTIC RIDGE BETWEEN 46 DEGREE S AND 32 DEGREE S: INFLUENCE OF THE TRISTAN DE CUNHA MANTLE PLUME,GEOCHIM COSMOCHIM ACTA,49,,1445,1464
94,"LE ROEX, A P; DICK, H J B; LEVENT, G; REID, A M; ERLANK, A J",1987,LOCAL AND REGIONAL HETEROGENEITY IN MORB FROM THE MID-ATLANTIC RIDGE BETWEEN 54.5 DEGREE S AND 51 DEGREE S: EVIDENCE FOR GEOCHEMICAL ENRICHMENT,GEOCHIM COSMOCHIM ACTA,51,,541,555
95,"JOCHUM, K P; HOFMANN, A W",1997,CONSTRAINTS ON EARTH EVOLUTION FROM ANTIMONY IN MANTLE-DERIVED ROCKS,CHEM GEOL,139,,39,49
102,"MICHAEL, P J; FORSYTHE, D W; BLACKMAN, DONNA K; FOX, P J; HANAN, B B; HARDING, A J; MACDONALD, K C; NEUMANN, G A; ORCUTT, J A; TOLSTOY, M; WEILAND, C M",1994,MANTLE CONTROL OF A DYNAMICALLY EVOLVING SPREADING CENTER: MID-ATLANTIC RIDGE 31-34 DEGREE S,EARTH PLANET SCI LETT,121,,451,468
112,"SCHILLING, J G; RUPPEL, C; DAVIS, A N; MCCULLY, B L; TIGHE, S A; KINGSLEY, R H; LIN, J",1995,THERMAL STRUCTURE OF THE MANTLE BENEATH THE EQUATORIAL MID-ATLANTIC RIDGE: INFERENCES FROM THE SPATIAL VARIATION OF DREDGED BASALT GLASS COMPOSITIONS,J GEOPHYS RES,100,,10057,10076
113,"SHIBATA, T; THOMPSON, G; FREY, F A",1979,THOLEIITIC AND ALKALI BASALTS FROM THE MID-ATLANTIC RIDGE AT 43 DEGREE N,CONTR MIN PETROL,70,,127,141
115,"SIGURDSSON, H",1981,FIRST-ORDER MAJOR ELEMENT VARIATION IN BASALT GLASSES FROM THE MID-ATLANTIC RIDGE: 29 DEGREE N TO 73 DEGREE N,J GEOPHYS RES,86,,9483,9502
118,"SUN, S S; NESBITT, R W; SHARASKIN, A Y",1979,GEOCHEMICAL CHARACTERISTICS OF MID-OCEAN RIDGE BASALTS,EARTH PLANET SCI LETT,44,,119,138
119,"YU, D; FONTIGNIE, D; SCHILLING, J G",1997,MANTLE PLUME - RIDGE INTERACTIONS IN THE CENTRAL NORTH ATLANTIC: A ND ISOTOPE STUDY OF MID-ATLANTIC RIDGE BASALTS FROM 30 DEGREE N TO 50 DEGREE N,EARTH PLANET SCI LETT,146,,259,272
123,"DICKEY, JOHN S JR; FREY, F A; HART, S R; WATSON, E B; THOMPSON, G",1977,"GEOCHEMISTRY AND PETROLOGY OF DREDGED BASALTS FROM THE BOUVET TRIPLE JUNCTION, SOUTH ATLANTIC",GEOCHIM COSMOCHIM ACTA,41,,1105,1118
125,"ENGEL, A E J; ENGEL, C G",1964,COMPOSITION OF BASALTS FROM THE MID-ATLANTIC RIDGE,SCIENCE,144,,1330,1333
126,"ENGEL, A E J; ENGEL, C G; HAVENS, R G",1965,CHEMICAL CHARACTERISTICS OF OCEANIC BASALTS AND THE UPPER MANTLE,GEOL SOC AMER BULL,76,,719,734
130,"FREY, F A; WALKER, N; STAKES, D; HART, S R; NIELSEN, R L",1993,"GEOCHEMICAL CHARACTERISTICS OF BASALTIC GLASSES FROM THE AMAR AND FAMOUS AXIAL VALLEYS, MID-ATLANTIC RIDGE (36á-37 DEGREE N): PETROGENETIC IMPLICATIONS",EARTH PLANET SCI LETT,115,,117,136
155,"ERLANK, A J; KABLE, E J D",1976,THE SIGNIFICANCE OF INCOMPATIBLE ELEMENTS IN MID-ATLANTIC RIDGE BASALTS FROM 45 DEGREE N WITH PARTICULAR REFERENCE TO ZR/NB,CONTR MIN PETROL,54,,281,291
161,"HOFMANN, A W; JOCHUM, K P; SEUFERT, H M; WHITE, W M",1986,NB AND PB IN OCEANIC BASALTS: NEW CONSTRAINTS ON MANTLE EVOLUTION,EARTH PLANET SCI LETT,79,,33,45
170,"AUMENTO, F",1968,THE MID-ATLANTIC RIDGE NEAR 45 DEGREE N  II. BASALTS FROM THE AREA OF CONFEDERATION PEAK,CAN J EARTH SCI,5,,1,21
173,"COHEN, R S; EVENSEN, N M; HAMILTON, P J; O'NIONS, R K",1980,"U-PB, SM-ND AND RB-SR SYSTEMATICS OF MID-OCEAN RIDGE BASALT GLASSES",NATURE,283,,149,153
175,"DUPRE, B; ALLEGRE, CLAUDE J",1980,PB-SR-ND ISOTOPIC CORRELATION AND THE CHEMISTRY OF THE NORTH ATLANTIC MANTLE,NATURE,286,,17,22
176,"DUPRE, B; LAMBRET, B; ROUSSEAU, D; ALLEGRE, CLAUDE J",1981,"LIMITATIONS ON THE SCALE OF MANTLE HETEROGENEITIES UNDER OCEANIC RIDGES, LEAD AND STRONTIUM ISOTOPE VARIATIONS IN THE FAMOUS AND CYAMEX AREAS",NATURE,294,,552,554
178,"FREY, F A; HASKIN, L A",1964,RARE EARTHS IN OCEANIC BASALTS,J GEOPHYS RES,69,,775,780
179,"FREY, F A; HASKIN, M A; POETZ, J A; HASKIN, L A",1968,RARE EARTH ABUNDANCES IN SOME BASIC ROCKS,J GEOPHYS RES,73,,6085,6098
182,"HEKINIAN, R; MOORE, J G; BRYAN, WILFRED B",1976,VOLCANIC ROCKS AND PROCESSES OF THE MID-ATLANTIC RIDGE RIFT VALLEY NEAR 36 DEGREE 49ÕN,CONTR MIN PETROL,58,,83,110
184,"ITO, E; WHITE, W M; VON DRACH, V; HOFMANN, A W; JAMES, D E",1980,ISOTOPIC STUDIES OF OCEAN RIDGE BASALTS,"CARN INST, DTM, ANNUAL REP DIRECTOR",,,465,471
185,"KAY, R; HUBBARD, N J; GAST, P W",1970,CHEMICAL CHARACTERISTICS AND ORIGIN OF OCEANIC RIDGE VOLCANIC ROCKS,J GEOPHYS RES,75,,1585,1613
187,"ITO, E; WHITE, W M; GOEPEL, C",1987,"THE O, SR ND, AND PB ISOTOPE GEOCHEMISTRY OF MID-OCEAN RIDGE BASALTS",CHEM GEOL,62,,157,176
