sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,W,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
THO0192-066-006,GL,51.09,0.92,16.36,,,,9.42,,6.63,11.74,2.49,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,143.1,-3575 to -3920,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-066,TT192,dredge,"basalt; basalt; , porphyritic; ca. 9% ol and ca. 10% plag pc and mc; occasionally glomerophyric; ca. 10% small vesicles; abundant glass",fresh,"Stern,1990(258)",EMP(756)
THO0192-067-008,GL,51.84,1.07,16.65,,,,7.99,,6.37,11.57,2.73,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , porphyritic; 10% ol, ca. 3% cpx, ca. 5% plag; moderately vesicular; abundant glass",fresh,"Stern,1990(258)",EMP(756)
THO0192-068-001,GL,51.97,1.15,16.54,,,,8.16,,6.31,11.22,2.76,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 5% ol, ca. 10% plag",fresh,"Stern,1990(258)",EMP(756)
THO0192-068-003,GL,51.66,1.04,16.53,,,,7.83,,6.6,11.42,2.63,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 10% ol-mc, ca. 5% plag-mc; >30% vesicles, abundant glass",fresh,"Stern,1990(258)",EMP(756)
THO0192-065-201,GL,54.42,1.1,16.03,,,,9.73,,4.61,8.37,3.39,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,143.1,-2530 to -3150,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-065,TT192,dredge,"basalt; basalt; , sparsely phric, vesicular; ca. 2% mc of cpx and plag; 20% irregular vesicles",fresh,"Stern,1990(258)",EMP(756)
ALV1881-007,GL,54.48,1.51,15.57,,,,10.23,0.15,4.31,8.52,3.57,0.49,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.58,143.27,-3100 to -3300,BACK-ARC_BASIN;MARIANA TROUGH,ALV1881-007,ALVIN 1881,submersible,"basalt; basalt; , sparsely phyric; ca. 10% plag-mc, ca. 3% ol-mc, ca. 1% cpx-mc; ca. 20% vesicles; hyalopilitic gm with abundant glass",fresh,"Stern,1990(258)",EMP(756)
THO0192-065-003,WR,54.89,1.11,16.58,,,,9.67,0.17,4.78,8.92,3.59,0.6,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,143.1,-2530 to -3150,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-065,TT192,dredge,"basalt; basalt; , sparsely phyric; ca. 2% pc and c of cpx and plag",fresh,"Stern,1990(258)",XRF(755)
THO0192-066-005,WR,49.05,0.8,16.02,,,,8.53,,10.07,12.23,2.04,0.28,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,143.1,-3575 to -3920,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-066,TT192,dredge,"basalt; basalt; , porphyritic; ca. 15% ol and ca. 10% plag pc and mc, minor cpx megacrysts; occasionally glomerophyric; ca. 10% small vesicles; some glass",fresh,"Stern,1990(258)",XRF(755)
THO0192-066-006,WR,48.67,0.79,15.71,,,,8.45,,9.82,12.09,2.21,0.3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,143.1,-3575 to -3920,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-066,TT192,dredge,"basalt; basalt; , porphyritic; ca. 9% ol and ca. 10% plag pc and mc; occasionally glomerophyric; ca. 10% small vesicles; abundant glass",fresh,"Stern,1990(258)",XRF(755)
THO0192-067-005,WR,51.75,1.01,16.76,,,,9.17,,6.24,11.21,2.75,0.57,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , aphyric with plag and cpx mc; ca. 20% vesicles",fresh,"Stern,1990(258)",XRF(755)
THO0192-067-007,WR,51.14,1.41,15.54,,,,10.9,,4.8,9.23,3.01,0.49,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , aphyric; rare plag and cpx mc; ca. 15% vesicles",fresh,"Stern,1990(258)",XRF(755)
THO0192-067-008,WR,49.08,0.92,15.08,,,,9.03,,10.73,10.41,2.27,0.45,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , porphyritic; 10% ol, ca. 3% cpx, ca. 5% plag; moderately vesicular; abundant glass",fresh,"Stern,1990(258)",XRF(755)
THO0192-068-001,WR,49.03,0.98,15.77,,,,7.89,,9.25,10.79,2.55,0.59,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 5% ol, ca. 10% plag",fresh,"Stern,1990(258)",XRF(755)
THO0192-068-003,WR,48.88,0.9,15.58,,,,8.26,,9.59,10.34,2.49,0.52,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 10% ol-mc, ca. 5% plag-mc; >30% vesicles, abundant glass",fresh,"Stern,1990(258)",XRF(755)
THO0192-065-201,WR,53.98,1.13,15.99,,,,9.87,,4.59,8.76,3.32,0.65,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,143.1,-2530 to -3150,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-065,TT192,dredge,"basalt; basalt; , sparsely phric, vesicular; ca. 2% mc of cpx and plag; 20% irregular vesicles",fresh,"Stern,1990(258)",XRF(755)
ALV1881-007,WR,53.95,1.32,16.81,,,,9.41,0.16,5.12,9.17,3.44,0.61,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.58,143.27,-3100 to -3300,BACK-ARC_BASIN;MARIANA TROUGH,ALV1881-007,ALVIN 1881,submersible,"basalt; basalt; , sparsely phyric; ca. 10% plag-mc, ca. 3% ol-mc, ca. 1% cpx-mc; ca. 20% vesicles; hyalopilitic gm with abundant glass",fresh,"Stern,1990(258)",XRF(755)
THO0192-065-201,WR,,,,,,,,,,,,,,6.84,13.8,,9.84,2.94,1.12,3.54,,4.24,,2.57,,2.55,,120,,,,,,,,4740,,,,,1.42,6.8,,,236,,,,,,,,,,,,,,,,21.9,143.1,-2530 to -3150,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-065,TT192,dredge,"basalt; basalt; , sparsely phric, vesicular; ca. 2% mc of cpx and plag; 20% irregular vesicles",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-065-003,WR,,,,,,,,,,,,,,5.83,13.7,,10.1,2.94,1.16,3.66,,4.18,,2.66,,2.64,,120,,,,,,,,4810,,,,,1.84,7.6,,,256,,,,,,,,,,,,,,,,21.9,143.1,-2530 to -3150,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-065,TT192,dredge,"basalt; basalt; , sparsely phyric; ca. 2% pc and c of cpx and plag",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-066-005,WR,,,,,,,,,,,,,,5.51,12.1,,8.41,2.31,0.89,2.83,,3.12,,1.86,,1.78,,120,,,,,,,,2240,,,,,,4.5,,,238,,,,,,,,,,,,,,,,21.78,143.1,-3575 to -3920,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-066,TT192,dredge,"basalt; basalt; , porphyritic; ca. 15% ol and ca. 10% plag pc and mc, minor cpx megacrysts; occasionally glomerophyric; ca. 10% small vesicles; some glass",fresh,"Stern,1990(258)",MS-ID(757)
THO0192-066-006,WR,,,,,,,,,,,,,,5.28,11.3,,8.09,2.3,0.9,2.86,,3.14,,1.86,,1.78,,122,,,,,,,,2320,,,,,1.53,4.4,,,239,,,,,,,,,,,,,,,,21.78,143.1,-3575 to -3920,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-066,TT192,dredge,"basalt; basalt; , porphyritic; ca. 9% ol and ca. 10% plag pc and mc; occasionally glomerophyric; ca. 10% small vesicles; abundant glass",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-067-005,WR,,,,,,,,,,,,,,8.91,19.4,,12.6,3.41,1.21,4.03,,4.24,,2.58,,2.41,,110,,,,,,,,4580,,,,,1.59,9.3,,,295,,,,,,,,,,,,,,,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , aphyric with plag and cpx mc; ca. 20% vesicles",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-067-007,WR,,,,,,,,,,,,,,7.02,16.9,,13,3.91,1.43,4.55,,5.43,,3.42,,3.34,,134,,,,,,,,4030,,,,,1.92,6.2,,,272,,,,,,,,,,,,,,,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , aphyric; rare plag and cpx mc; ca. 15% vesicles",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-067-008,WR,,,,,,,,,,,,,,5.62,13.4,,9.44,2.58,0.96,3.19,,3.51,,2.11,,2.07,,84.6,,,,,,,,3640,,,,,1.2,6.7,,,206,,,,,,,,,,,,,,,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , porphyritic; 10% ol, ca. 3% cpx, ca. 5% plag; moderately vesicular; abundant glass",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-068-001,WR,,,,,,,,,,,,,,8.46,17.4,,11.5,3.11,1.18,3.53,,3.91,,2.34,,2.29,,101,,,,,,,,4690,,,,,1.38,9.2,,,318,,,,,,,,,,,,,,,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 5% ol, ca. 10% plag",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-068-003,WR,,,,,,,,,,,,,,7.75,16.9,,10.6,2.85,1.09,3.37,,3.55,,2.18,,2.07,,94,,,,,,,,4250,,,,,1.31,7.6,,,275,,,,,,,,,,,,,,,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 10% ol-mc, ca. 5% plag-mc; >30% vesicles, abundant glass",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
ALV1881-007,WR,,,,,,,,,,,,,,9.5,18.3,,12.5,3.5,1.28,4.17,,4.61,,2.86,,2.86,,105,,,,,,,,4930,,,,,1.52,7.5,,,249,,,,,,,,,,,,,,,,21.58,143.27,-3100 to -3300,BACK-ARC_BASIN;MARIANA TROUGH,ALV1881-007,ALVIN 1881,submersible,"basalt; basalt; , sparsely phyric; ca. 10% plag-mc, ca. 3% ol-mc, ca. 1% cpx-mc; ca. 20% vesicles; hyalopilitic gm with abundant glass",fresh,"Stern,1990(258)",MS(758); MS-ID(757)
THO0192-065-201,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70319,0.513036,18.734,15.57,38.532,,21.9,143.1,-2530 to -3150,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-065,TT192,dredge,"basalt; basalt; , sparsely phric, vesicular; ca. 2% mc of cpx and plag; 20% irregular vesicles",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
THO0192-065-003,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70314,0.513007,18.727,15.561,38.497,,21.9,143.1,-2530 to -3150,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-065,TT192,dredge,"basalt; basalt; , sparsely phyric; ca. 2% pc and c of cpx and plag",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
THO0192-066-005,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70348,0.512934,,,,,21.78,143.1,-3575 to -3920,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-066,TT192,dredge,"basalt; basalt; , porphyritic; ca. 15% ol and ca. 10% plag pc and mc, minor cpx megacrysts; occasionally glomerophyric; ca. 10% small vesicles; some glass",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
THO0192-066-006,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70347,0.512962,18.718,15.578,38.558,,21.78,143.1,-3575 to -3920,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-066,TT192,dredge,"basalt; basalt; , porphyritic; ca. 9% ol and ca. 10% plag pc and mc; occasionally glomerophyric; ca. 10% small vesicles; abundant glass",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
THO0192-067-005,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70329,0.51299,18.701,15.561,38.446,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , aphyric with plag and cpx mc; ca. 20% vesicles",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
THO0192-067-007,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70352,0.513024,18.728,15.577,38.549,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , aphyric; rare plag and cpx mc; ca. 15% vesicles",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
THO0192-067-008,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70317,0.513013,18.551,15.544,38.319,,21.83,143.05,-3290 to -3710,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-067,TT192,dredge,"basalt; basalt; , porphyritic; 10% ol, ca. 3% cpx, ca. 5% plag; moderately vesicular; abundant glass",fresh,"Stern,1990(258)",MS(760); MS(761)
THO0192-068-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70317,0.513018,18.609,15.547,38.309,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 5% ol, ca. 10% plag",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
THO0192-068-003,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70315,0.513017,18.672,15.558,38.384,,21.7,143.17,-3100 to -3385,BACK-ARC_BASIN;MARIANA TROUGH,THO0192-068,TT192,dredge,"basalt; basalt; , porphyritic; ca. 10% ol-mc, ca. 5% plag-mc; >30% vesicles, abundant glass",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
ALV1881-007,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70312,0.513013,18.636,15.556,38.405,,21.58,143.27,-3100 to -3300,BACK-ARC_BASIN;MARIANA TROUGH,ALV1881-007,ALVIN 1881,submersible,"basalt; basalt; , sparsely phyric; ca. 10% plag-mc, ca. 3% ol-mc, ca. 1% cpx-mc; ca. 20% vesicles; hyalopilitic gm with abundant glass",fresh,"Stern,1990(258)",MS(759); MS(760); MS(761)
WAS7TOW-095-001,ROCK,47.7,0.37,15.88,7.03,2.19,,,0.16,10.98,13.71,1.02,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.393,-177.472,-999 to -1322,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-095,7-TOW,dredge,"basalt; basalt; tholeiite(ref-381;382;383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ",fresh,"Hawkins,1976(383)",NN(780)
WASSOTW-064-001,ROCK,47.68,1.1,16.17,7.76,1.04,,,0.14,10.61,12.05,2.57,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.45,-176.2,-2107 to -2201,BACK-ARC_BASIN;LAU BASIN,WASSOTW-064,SOUTHTOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite, ",fresh,"Hawkins,1976(383)",NN(780)
WAS7TOW-074-002,ROCK,49.37,1.06,16.39,5.59,2.24,,,0.14,8.24,13.77,2.13,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.76,-175.953,-2384 to -2413,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-074,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite, ",fresh,"Hawkins,1976(383)",NN(780)
WAS7TOW-095-P-R,ROCK,49.34,1.2,15.73,7.5,1.06,,,0.14,8.65,13.36,2.11,0.1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.393,-177.472,-999 to -1322,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-095,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ol-chromite-plag phyric(ref-384);fresh vitrophyr, no visible alteration(ref-385);",fresh,"Hawkins,1976(383)",NN(780)
WAS7TOW-074-001,ROCK,49.06,1.05,16.59,6.32,2.01,,,0.16,8.15,13.78,2.18,0.17,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.76,-175.953,-2384 to -2413,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-074,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ol-(chromite)-plag-cpx phyric",fresh,"Hawkins,1976(383)",NN(780)
WAS7TOW-089-004I,ROCK,50.16,1.65,16.82,7.13,1.43,,,0.18,6.5,12.37,2.65,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.203,-176.257,-1195 to -1352,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-089,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); high-al tholeiite(ref-385);, ol-(chromite)-plag-cpx phyric(ref-384);fine-grained, variolitic(ref-385);",fresh,"Hawkins,1976(383)",NN(780)
WAS7TOW-106-001,ROCK,47.59,1.92,16.5,7.12,3.17,,,0.18,7.46,11.96,2.71,0.39,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.165,-176.628,-1250 to -1400,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-106,7-TOW,dredge,"basalt; basalt; tholeiite(ref-382;383);; ol-tholeiite(ref-382); high-al tholeiite(ref-385);, ol-chromite-plag phyric",fresh,"Hawkins,1976(383)",NN(780)
WAS7TOW-089-004R,ROCK,48.84,1.7,17.22,6.5,3.82,,,0.18,6.3,11.55,2.81,0.47,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.203,-176.257,-1195 to -1352,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-089,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); high-al tholeiite(ref-385);, fresh vitrophyr, no visible alteration",fresh,"Hawkins,1976(383)",NN(780)
WAS7TOW-086-006,ROCK,45.46,1.17,14.96,4.08,6.01,,,0.06,13.6,10.34,1.43,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.923,-176.825,-1664 to -1990,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-086,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ",slightly altered,"Hawkins,1976(383)",NN(780)
WAS7TOW-101-002,ROCK,48.06,0.82,14.49,4.91,4.62,,,0.19,10.37,11.6,1.93,0.63,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.53,-178.43,-1446 to -1600,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-101,7-TOW,dredge,"basalt; basalt; tholeiite(ref-381;383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ",slightly altered,"Hawkins,1976(383)",NN(780)
WAS7TOW-095-P-I,ROCK,49.22,1.14,16.7,6.22,1.27,,,0.15,8.22,13.81,2.03,0.07,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.393,-177.472,-999 to -1322,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-095,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ol-chromite-plag phyric(ref-384);fine-grained, variolitic(ref-385);",slightly altered,"Hawkins,1976(383)",NN(780)
WAS7TOW-086-010,ROCK,47.65,1.62,16.5,6.91,2.95,,,0.11,7.49,12.47,2.34,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.923,-176.825,-1664 to -1990,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-086,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ",slightly altered,"Hawkins,1976(383)",NN(780)
WAS7TOW-086-001,ROCK,48.19,2.12,16.67,8.77,2.63,,,0.2,6.97,11.42,2.01,0.24,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.923,-176.825,-1664 to -1990,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-086,7-TOW,dredge,"basalt; basalt; tholeiite(ref-330;381;383);; ol-tholeiite(ref-330); low-al tholeiite(ref-385);, ol-chromite-plag phyric",f(ref-330);s(ref-383);,"Hawkins,1976(383)",NN(780)
WAS7TOW-103-003,ROCK,51.33,1.67,17.22,5.22,2.7,,,0.15,5.23,9.95,3.16,1.07,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.925,-178.317,-1150 to -1400,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-103,7-TOW,dredge,"basalt; basalt; tholeiite(ref-382;383);; qz-tholeiite(ref-382); high-al tholeiite(ref-385);, ",extensively altered,"Hawkins,1976(383)",NN(780)
MELANTP-225-003,ROCK,49.27,0.7,16.09,6.26,2.97,,,0.14,8.31,13.4,1.43,0.13,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.262,-175.832,-2236 to -2537,BACK-ARC_BASIN;LAU BASIN,MELANTP-225,ANTIPODE,dredge,"basalt; basalt; tholeiite(ref-383);; qz-tholeiite, ",moderately altered,"Hawkins,1976(383)",NN(780)
WAS7TOW-089-005,ROCK,50.36,1.37,15.46,6.9,3.33,,,0.13,6.3,12.12,2.26,0.27,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.203,-176.257,-1195 to -1352,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-089,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; qz-tholeiite(ref-383); high-al tholeiite(ref-385);, ",moderately altered,"Hawkins,1976(383)",NN(780)
MELANTP-225-001,WR,50.67,0.96,17.51,7.82,1.7,,,0.19,5.43,10.86,1.98,0.23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.262,-175.832,-2236 to -2537,BACK-ARC_BASIN;LAU BASIN,MELANTP-225,ANTIPODE,dredge,"basalt; basalt; tholeiite(ref-383);; qz-tholeiite, ol-(chromite)-plag-cpx phyric",moderately altered,"Hawkins,1976(383)",NN(780)
WAS7TOW-095-001,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,75,670,,,,,,,,,250,0.5,1,,,35,,,,,220,,,,,,,,,,,-16.393,-177.472,-999 to -1322,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-095,7-TOW,dredge,"basalt; basalt; tholeiite(ref-381;382;383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ",fresh,"Hawkins,1976(383)",AAS(783); MS-ID(782)
WASSOTW-064-001,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,590,,126,,,,,,,280,1,1,,,85,,,,,240,,,65,,,,,,,,-18.45,-176.2,-2107 to -2201,BACK-ARC_BASIN;LAU BASIN,WASSOTW-064,SOUTHTOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite, ",fresh,"Hawkins,1976(383)",AAS(783)
WAS7TOW-074-002,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,300,,83,,,,,,,120,2.5,1,,,75,,,,,220,,,67,,,,,,,,-18.76,-175.953,-2384 to -2413,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-074,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite, ",fresh,"Hawkins,1976(383)",AAS(783)
WAS7TOW-095-P-R,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,465,,108,,,,,,,190,4.5,,,,75,,,,,210,,,62,,,,,,,,-16.393,-177.472,-999 to -1322,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-095,7-TOW,dredge,"basalt; basalt; tholeiite(ref-383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ol-chromite-plag phyric(ref-384);fresh vitrophyr, no visible alteration(ref-385);",fresh,"Hawkins,1976(383)",AAS(783)
