sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,W,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
WASTUNE-7-048-001-3,GL,50.74,0.68,16.93,,,7,,,7.47,13.18,2.12,0.49,0.15,9.86,19.5,,10.7,2.35,0.865,2.78,,2.54,,1.5,,1.5,,150,,,,,,,,4010,,,,,1.64,9.29,,,365,,,,,,,,,,0.70323,0.51293,18.785,15.543,38.432,,21.31,143.36,-2864 to -2894,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-048,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-048-003-1,GL,51.7,0.74,16.5,,,6.74,,,7.1,12.75,1.97,0.5,0.15,9.3,18.6,,10.2,2.43,0.963,2.52,,2.49,,1.44,,1.38,,161,,,,,,,,4400,,,,,4.02,10.3,,,406,,,,,,,,,,0.70339,,18.671,15.551,38.359,,21.31,143.36,-2864 to -2894,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-048,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-047-001-5,GL,51.22,0.96,16.6,,,7.53,,,7.33,12.12,2.49,0.24,0.13,4.1,10.7,,8.28,2.56,0.98,3.3,,3.73,,2.31,,2.23,,58.3,,,,,,,,2030,,,,,0.838,3.81,,,187,,,,,,,,,,0.70303,0.51302,18.72,15.57,38.465,,20.97,143.44,-3678 to -5106,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-047,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-046-001-6,GL,51.46,1.12,16.95,,,7.81,,,7.07,11.56,2.7,0.22,0.15,3.79,10.8,,8.83,2.82,1.08,3.82,,4.33,,2.7,,2.66,,45.8,,,,,,,,1850,,,,,0.749,3.01,,,174,,,,,,,,,,0.70293,0.51309,18.488,15.478,38.081,,20.82,143.55,-3700,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-046,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-046-001-8,GL,52.37,1.17,16.66,,,7.55,,,7.25,11.29,2.45,0.21,0.15,4.43,11.7,,9.55,3.06,1.17,4.22,,4.72,,3.03,,2.95,,45.8,,,,,,,,1790,,,,,0.71,3.17,,,183,,,,,,,,,,0.70293,0.51307,18.564,15.556,38.34,,20.82,143.55,-3700,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-046,TUNES,dredge,"basalt; basalt; , sp inclusions in ol",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-071-001-14,GL,51.7,1.11,16.5,,,7.72,,,6.34,11.7,2.99,0.42,0.2,9.02,20.3,,12.7,3.33,1.19,4.03,,4.02,,2.45,,2.58,,94.4,,,,,,,,3560,,,,,1.16,7.09,,,306,,,,,,,,,,0.70301,0.513,18.583,15.557,38.286,,20.31,143.93,-4305 to -4427,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-071,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-045-005-2,WR,51.32,1.22,17.1,,,8.4,,,6.74,11.36,2.89,0.4,0.15,4.34,13.3,,10.1,3.08,1.13,4.16,,4.56,,2.82,,2.72,,50.7,,,,,,,,3540,,,,,1.1,5.95,,,204,,,,,,,,,,0.70307,,18.487,15.498,38.117,,20.04,144.07,-4800 to -5175,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-045,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",MS(3048); MS(3049); MS-ID(3047); XRF(3046)
WASTUNE-7-072-002,GL,51.57,1.27,16.92,,,7.34,,,6.55,10.57,3.09,0.48,0.18,7.75,19.1,,12.6,3.54,1.28,4.4,,4.73,,2.92,,2.84,,87.9,,,,,,,,4440,,,,,1.19,8.34,,,262,,,,,,,,,,0.70307,0.51306,18.496,15.514,38.142,,19.83,144.3,-4384 to -4454,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-072,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-073-001-1,GL,50.98,1.36,17,,,7.75,,,7.28,10.4,3.46,0.35,0.17,6.19,15.6,,11,3.24,1.25,4.15,,4.66,,2.85,,2.74,,49.6,,,,,,,,3140,,,,,0.91,4.71,,,268,,,,,,,,,,0.70301,0.51312,18.247,15.49,37.925,,19.73,144.4,-3602 to -4034,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-073,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-073-002-1,GL,51.9,1.41,17.15,,,7.82,,,6.69,10.53,3.56,0.33,0.18,5.89,16.1,,11.6,3.42,1.32,4.4,,4.83,,3.05,,2.9,,45,,,,,,,,3070,,,,,0.89,4.14,,,239,,,,,,,,,,0.70287,0.5131,18.155,15.469,37.827,,19.73,144.4,-3602 to -4034,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-073,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-074-001-1,GL,51.09,1.13,17.83,,,7.22,,,7.72,11.83,2.75,0.3,0.17,6.05,14.5,,10.3,3,1.13,4.03,,4.24,,2.62,,2.5,,40.6,,,,,,,,2570,,,,,0.7,4.3,,,265,,,,,,,,,,0.70288,0.51308,18.31,15.487,37.955,,19.67,144.39,-3629 to -3688,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-074,TUNES,dredge,"basalt; basalt; , sp in plag and ol",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-076-001-1,GL,52.79,1.62,15.88,,,9.48,,,7.23,10.37,3.48,0.23,0.18,5.31,15.1,,12.4,3.97,1.48,5.27,,5.98,,3.74,,3.63,,27.3,,,,,,,,2040,,,,,0.75,2.34,,,184,,,,,,,,,,0.70279,0.51313,17.97,15.437,37.659,,19.45,145.54,-3363 to -4480,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-076,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-075-001-2,GL,52.3,1.61,16.38,,,8.38,,,7.33,10.6,3.27,0.35,0.18,7.72,17.8,,12.7,3.77,1.36,4.84,,5.36,,3.29,,3.2,,42.3,,,,,,,,3150,,,,,0.78,4.12,,,200,,,,,,,,,,0.70277,0.51309,17.965,15.426,37.645,,19.44,144.48,-4383 to -4449,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-075,TUNES,dredge,"basalt; basalt; , skeletal ol",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-079-001-1,GL,50.46,1.05,17.1,,,7.84,,,7.58,11.48,3.13,0.17,0.13,4.32,11.9,,9.55,3,1.2,3.93,,4.47,,2.8,,2.69,,30.9,,,,,,,,1530,,,,,0.61,2.63,,,224,,,,,,,,,,0.70279,0.51311,18.221,15.456,37.832,,19.19,144.61,-3517 to -3900,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-079,TUNES,dredge,"basalt; basalt; , ",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-080-001-3,GL,49.56,0.84,17.93,,,8.61,,,8.6,11.55,2.4,0.35,0.14,3.49,8.62,,7.03,2.38,0.994,3.33,,4.28,,2.85,,2.83,,28.3,,,,,,,,3200,,,,,0.49,12.3,,,188,,,,,,,,,,0.70314,0.51299,18.446,15.539,38.207,,19.12,144.67,-4040 to -4051,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-080,TUNES,dredge,"basalt; basalt; , sp euhedra",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
WASTUNE-7-082-001-1,GL,51.4,1.27,16.6,,,7.94,,,6.43,11.22,3.07,0.24,0.17,5.3,14.7,,11.7,3.61,1.36,4.6,,5.22,,3.23,,3.06,,40.6,,,,,,,,2230,,,,,0.78,4.26,,,214,,,,,,,,,,0.70281,0.51308,18.254,15.487,37.945,,18.75,144.66,-4299 to -4341,BACK-ARC_BASIN;MARIANA TROUGH,WASTUNE-7-082,TUNES,dredge,"basalt; basalt; , sp euhedra",fresh,"Gribble,1998(1077)",EMP(3044); MS(3048); MS-ID(3047)
HAKGH84-2-616-001,WR,,,,,,,,,,,,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6975,139.1568,-1645,BACK-ARC_BASIN;SUMISU BASIN,HAKGH84-2-616,GH84-2,dredge,"basalt; basalt; cpx-ol-basalt, porphyritic; pc of zoned plag and cpx, and ol rimmed with iddingsite embeded in microcrystalline gm of same minerals(ref-524);vesiculated (15%) with pc of plag (<8 mm, 5%), cpx (<1 mm, 5%) and ol (<0.5 mm, 1%); px and ol have oxidized rim; gm: plag, px an",fresh,"Ishizuka,1998(1078)",MS-ID(3052)
SHA1974-020-035,GL,51.69,1.34,16.36,,,7.99,,,7.09,11.24,3.09,0.23,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.393,-30.658,-3290,BACK-ARC_BASIN;SOUTH SANDWICH BACK-ARC BASIN,SHA1974-020,SHACKLETON 1974,dredge,"basalt; basalt; , sparsely phyric; resorbed ol and plag pc; gm: plag, ol, cpx, ti-mt(ref-482);fine-grained; sparsely porphyritic with large resorbed pc of ol and plag; glomerocrysts of plag and ol present(ref-724);",f(ref-156;714;851);s(ref-724);,"Fryer,1981(851)",EMP(3122)
WASMARA-004-009,GL,52.03,1.38,16.05,,,8.25,,0.18,6.63,10.69,3.36,0.35,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.933,144.653,-3361,BACK-ARC_BASIN;MARIANA TROUGH,WASMARA-004,MARIANA,dredge,"basalt; basalt; , ",fresh,"Sano,1998(867)",XRF(3134)
WASMARA-007-010P,GL,50.83,1.18,14.51,,,10.14,,0.22,7.99,12.38,2.4,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.945,144.823,-4738 to -4368,BACK-ARC_BASIN;MARIANA TROUGH,WASMARA-007,MARIANA,rockcore,"basalt; basalt; , ",fresh,"Sano,1998(867)",XRF(3134)
KAK820316-029-004,WR,49.51,,,,,,,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,,,,,-9.9067,156.6852,-3570 to -3975,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-029,KK820316,dredge,"basalt; basalt; , ",fresh,"Ryan,1987(395)",DCP(3157)
YOK0090-011-001-6,GL,48.5,1.55,16.2,,9.9,,,0.16,8.09,11.6,2.75,0.29,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.972,173.393,-2500 to -2960,BACK-ARC_BASIN;NORTH FIJI BASIN,YOK0090-011,YOKOSUKA 90,dredge,"basalt; basalt; , ",fresh,"Nishio,1998(1038)",XRF(3200)
YOK0090-DT8/9-007,GL,48.7,2.24,15.5,,9.1,,,0.15,9.57,9.5,3.16,0.88,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.305,173.545,-3350 to -3890,BACK-ARC_BASIN;NORTH FIJI BASIN,YOK0090-DT8/9,YOKOSUKA 90,dredge,"basalt; basalt; , ",fresh,"Nishio,1998(1038)",XRF(3200)
NADSTM1-007-002,GL,49.3,1.62,14.3,,12.1,,,0.2,7.42,11.6,2.58,0.19,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.713,173.95,-2868,BACK-ARC_BASIN;NORTH FIJI BASIN,NADSTM1-007-002,STARMER 1,submersible,"basalt; basalt; , glassy to variolitic; pc of plag, ol with smaller cr-sp and ti-mt",fresh,"Nishio,1998(1038)",XRF(3200)
NADSTM1-008-002,GL,49.2,1.35,15.3,,10.9,,,0.18,8.26,12.1,2.46,0.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.775,174.037,-1900 to -2167,BACK-ARC_BASIN;NORTH FIJI BASIN,NADSTM1-008-002,STARMER 1,submersible,"basalt; basalt; , glassy to variolitic; pc of plag, ol, and sp",fresh,"Nishio,1998(1038)",XRF(3200)
KAIYO87-002-001,GL,50,1.41,14.6,,11.1,,,0.19,7.41,12,2.99,0.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , aphyric (<1% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",fresh,"Nishio,1998(1038)",XRF(3200)
KAIYO87-002-002,GL,49.8,1.42,14.5,,11,,,0.19,7.4,12,3.02,0.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , aphyric (<1% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",fresh,"Nishio,1998(1038)",XRF(3200)
KAIYO87-002-004,GL,49.9,1.42,14.5,,11,,,0.19,7.39,12,3.01,0.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.911,173.911,-1960 to -1979,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-002,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag +/- ol (+/- cpx); euhedral to skeletal mc, very occasional isolated pc",fresh,"Nishio,1998(1038)",XRF(3200)
KAIYO87-004-004,GL,49.6,1.24,14.9,,10.9,,,0.18,8.31,12.1,2.45,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.9933,173.483,-2638 to -2816,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO87-004,KAIYO87,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag, ol, +/- cpx",fresh,"Nishio,1998(1038)",XRF(3200)
KAIYO88-003-001,GL,48,1.71,15.9,,10.1,,,0.16,9.49,10.6,3.02,0.35,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0363,174.1478,-2820 to -2844,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO88-003,KAIYO88,dredge,"basalt; basalt; , sub-aphyric (1-5% crystals); plag +/- ol",fresh,"Nishio,1998(1038)",XRF(3200)
KAIYO88-003-009,GL,48.3,1.65,15.7,,10.1,,,0.16,9.37,10.8,2.88,0.32,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0363,174.1478,-2820 to -2844,BACK-ARC_BASIN;NORTH FIJI BASIN,KAIYO88-003,KAIYO88,dredge,"basalt; basalt; , ",fresh,"Nishio,1998(1038)",XRF(3200)
ALV1894-009,WR,,,,,,,,,,,,,,,7,,6.4,2.1,0.8,2.6,,3,,1.7,,1.7,,31,,,342,,,,,,,,1.2,95,,5.5,41,,188,,,,,273,,19,,45,,,,,,,31.1,139.92,-1900,BACK-ARC_BASIN;SUMISU BASIN,ALV1894-009,ALVIN 1894,submersible,"basalt; basalt; , ",slightly altered,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
ALV1888-001,WR,,,,,,,,,,,,,,,10.2,,7.9,2.3,0.9,2.6,,3.1,,1.8,,1.7,,42,,,79,,,,,,,,1,51,,5.7,42,,311,,,,,284,,18,,49,,,,,,,31.07,139.9,-2021,BACK-ARC_BASIN;SUMISU BASIN,ALV1888-001,ALVIN 1888,submersible,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
ALV1896-007,WR,,,,,,,,,,,,,,,10.7,,9.1,2.8,1.1,3.4,,3.8,,2.3,,2.2,,44,,,217,,,,,,,,1.4,74,,6.6,37,,230,,,,,342,,22,,57,,,,,,,31.1,139.92,-1670,BACK-ARC_BASIN;SUMISU BASIN,ALV1896-007,ALVIN 1896,submersible,"basalt; basalt; , nearly aphyric with rare plag+augite pc",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
ALV1896-003,WR,,,,,,,,,,,,,,,15.2,,12.2,3.5,1.4,5.2,,4.8,,2.9,,2.7,,64,,,17,,,,,,,,2.1,5,,9.4,31,,278,,,,,458,,29,,75,,,,,,,31.1,139.92,-1955,BACK-ARC_BASIN;SUMISU BASIN,ALV1896-003,ALVIN 1896,submersible,"basalt; basalt; , nearly aphyric with rare plag+augite pc",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
ALV1896-001,WR,,,,,,,,,,,,,,,14.4,,11.9,3.5,1.4,4.2,,4.7,,2.8,,2.6,,51,,,16,,,,,,,,2.1,5,,10.9,38,,276,,,,,464,,27,,73,,,,,,,31.1,139.92,-1955,BACK-ARC_BASIN;SUMISU BASIN,ALV1896-001,ALVIN 1896,submersible,"basalt; basalt; , nearly aphyric with rare plag+augite pc",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
AII0118-18-001,WR,,,,,,,,,,,,,,,12.6,,10,2.9,1.1,3.6,,3.8,,2.3,,2.2,,48,,,186,,,,,,,,1.9,61,,7.1,39,,256,,,,,321,,24,,69,,,,,,,30.9,139.7,,BACK-ARC_BASIN;SUMISU BASIN,AII0118-18-001,AII118,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
ALV1891-007,WR,,,,,,,,,,,,,,,10.7,,8.5,2.5,0.9,3.2,,3.3,,2,,1.9,,30,,,236,,,,,,,,1.4,66,,8.8,41,,223,,,,,273,,19,,53,,,,,,,30.83,139.87,-2250,BACK-ARC_BASIN;SUMISU BASIN,ALV1891-007,ALVIN 1891,submersible,"basalt; basalt; , 3-8% <1mm pc of ol>augite>plag; quench textures less common; 15-35% vesicles",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
ALV1889-011,WR,,,,,,,,,,,,,,,7.8,,6.9,2.2,0.9,2.6,,3.1,,1.8,,1.8,,33,,,260,,,,,,,,1.2,88,,3.9,44,,215,,,,,329,,20,,43,,,,,,,30.93,139.92,-2228,BACK-ARC_BASIN;SUMISU BASIN,ALV1889-011,ALVIN 1889,submersible,"basalt; basalt; , 10-15% 1-2mm pc of plag>ol>augite; 15-30% vesicles",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
ALV1889-004,WR,,,,,,,,,,,,,,,8.2,,7.5,2.3,0.9,2.9,,3.5,,2.1,,2.1,,27,,,209,,,,,,,,1.3,55,,3,43,,226,,,,,364,,23,,48,,,,,,,30.93,139.92,-2228,BACK-ARC_BASIN;SUMISU BASIN,ALV1889-004,ALVIN 1889,submersible,"basalt; basalt; , 10-15% 1-2mm pc of plag>ol>augite; 15-30% vesicles",fresh,"Hochstaedter,1990(257)",NN(3206); XRF(3203)
KAK84028-3-016-004,WR,,,,,,,,,,,,,,,7.2,,5.8,1.8,0.7,2.6,,2.7,,1.6,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11,139.973,-1410 to -1950,BACK-ARC_BASIN;SUMISU BASIN,KAK84028-3-016,KK84028,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",NN(3206)
KAK84028-3-016-012,WR,,,,,,,,,,,,,,,8.8,,7,2.1,0.8,2.9,,3.1,,1.9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11,139.973,-1410 to -1950,BACK-ARC_BASIN;SUMISU BASIN,KAK84028-3-016,KK84028,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",NN(3206)
ALV1894-009,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702948,0.513118,18.26,15.48,38.01,,31.1,139.92,-1900,BACK-ARC_BASIN;SUMISU BASIN,ALV1894-009,ALVIN 1894,submersible,"basalt; basalt; , ",slightly altered,"Hochstaedter,1990(257)",MS(3204)
ALV1888-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702949,0.513073,,,,,31.07,139.9,-2021,BACK-ARC_BASIN;SUMISU BASIN,ALV1888-001,ALVIN 1888,submersible,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",MS(3204)
KAK84028-3-015-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703012,0.51309,,,,,31.122,139.915,-1750 to -1940,BACK-ARC_BASIN;SUMISU BASIN,KAK84028-3-015,KK84028,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",MS(3204)
ALV1896-007,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702999,0.513093,,,,,31.1,139.92,-1670,BACK-ARC_BASIN;SUMISU BASIN,ALV1896-007,ALVIN 1896,submersible,"basalt; basalt; , nearly aphyric with rare plag+augite pc",fresh,"Hochstaedter,1990(257)",MS(3204)
ALV1896-003,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702901,0.513031,18.32,15.52,38.17,,31.1,139.92,-1955,BACK-ARC_BASIN;SUMISU BASIN,ALV1896-003,ALVIN 1896,submersible,"basalt; basalt; , nearly aphyric with rare plag+augite pc",fresh,"Hochstaedter,1990(257)",MS(3204)
ALV1896-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702946,0.513034,,,,,31.1,139.92,-1955,BACK-ARC_BASIN;SUMISU BASIN,ALV1896-001,ALVIN 1896,submersible,"basalt; basalt; , nearly aphyric with rare plag+augite pc",fresh,"Hochstaedter,1990(257)",MS(3204)
AII0118-18-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703072,0.513062,18.28,15.51,38.13,,30.9,139.7,,BACK-ARC_BASIN;SUMISU BASIN,AII0118-18-001,AII118,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",MS(3204)
KAK84028-3-007-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70299,0.513101,18.29,15.53,38.12,,30.94,139.775,-1800 to -2000,BACK-ARC_BASIN;SUMISU BASIN,KAK84028-3-007,KK84028,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",MS(3204)
KAK84028-3-008-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703035,0.51304,18.28,15.49,38.03,,30.897,139.767,-1980 to -2225,BACK-ARC_BASIN;SUMISU BASIN,KAK84028-3-008,KK84028,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",MS(3204)
ALV1891-007,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703023,0.513012,18.24,15.51,38.13,,30.83,139.87,-2250,BACK-ARC_BASIN;SUMISU BASIN,ALV1891-007,ALVIN 1891,submersible,"basalt; basalt; , 3-8% <1mm pc of ol>augite>plag; quench textures less common; 15-35% vesicles",fresh,"Hochstaedter,1990(257)",MS(3204)
ALV1891-007,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703161,,,,,,30.83,139.87,-2250,BACK-ARC_BASIN;SUMISU BASIN,ALV1891-007,ALVIN 1891,submersible,"basalt; basalt; , 3-8% <1mm pc of ol>augite>plag; quench textures less common; 15-35% vesicles",fresh,"Hochstaedter,1990(257)",MS(3205)
ALV1889-011,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703114,0.513087,18.26,15.5,38.09,,30.93,139.92,-2228,BACK-ARC_BASIN;SUMISU BASIN,ALV1889-011,ALVIN 1889,submersible,"basalt; basalt; , 10-15% 1-2mm pc of plag>ol>augite; 15-30% vesicles",fresh,"Hochstaedter,1990(257)",MS(3204)
ALV1889-004,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703093,0.51299,,,,,30.93,139.92,-2228,BACK-ARC_BASIN;SUMISU BASIN,ALV1889-004,ALVIN 1889,submersible,"basalt; basalt; , 10-15% 1-2mm pc of plag>ol>augite; 15-30% vesicles",fresh,"Hochstaedter,1990(257)",MS(3204)
KAK84028-3-016-004,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703303,0.5131,18.36,15.52,38.2,,31.11,139.973,-1410 to -1950,BACK-ARC_BASIN;SUMISU BASIN,KAK84028-3-016,KK84028,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",MS(3204)
KAK84028-3-016-012,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703287,0.513026,18.37,15.51,38.19,,31.11,139.973,-1410 to -1950,BACK-ARC_BASIN;SUMISU BASIN,KAK84028-3-016,KK84028,dredge,"basalt; basalt; , ",fresh,"Hochstaedter,1990(257)",MS(3204)
KAK820316-032-008,GL,48.26,2.31,16.97,10.02,,,,0.13,6.47,9.78,5.08,0.09,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",EMP(3235)
KAK820316-032-009,GL,48.1456,2.32,17.1216,9.838,,,,0.19,6.363,9.7211,5.262,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7565,156.4538,-2050 to -2830,BACK-ARC_BASIN;WOODLARK BASIN,KAK820316-032,KK820316,dredge,"basalt; basalt; na-ti basalt, ",,"Johnson,1987(585)",EMP(3235)
